ano,mes,natureza_juridica_codigo,imposto_importacao,imposto_exportacao,ipi,irpf,irpj,irrf,iof,itr,cofins,pis_pasep,csll,cide_combustiveis,contribuicao_previdenciaria,cpsss,pagamento_unificado,outras_receitas_rfb,demais_receitas
2017,5,2054,421873409.97,,508657475.43,,1569839025.4,3515966532.59,1177339618.32,1252019.8,3475469968.85,696878912.94,880701221.66,90371397.61,345181954.87,94.01,691348503.24,69891235.58,199687247.94
2017,1,2062,1977833519.89,541858.56,2764408725.76,6494.66,8363997671.37,5007530330.61,68537188.55,2842727.32,7783490161.66,1681101420.28,4097952353.63,183888764.89,947909609.21,766.15,5317634074.86,218230397.87,946143854.62
2017,4,2062,1751470996.3,562944.88,3092720431.95,18802.06,6144842340.23,3534417240.17,58840305.32,1977527.66,7069663992.59,1528034098.04,3131534238.58,205969565.64,869098395.16,2070.98,4797855171.91,212571007.03,1017599584.8
2017,5,2062,2052550944.06,2995601.68,2836617003.89,10636.85,2562066320.39,3228961280.96,53366617.77,3256027.18,7010881732.31,1513858350.37,1272256333.47,191722575.81,804441283.33,2873.24,5052545292.01,250118228.09,274380783.67
2017,6,2062,2091607750.86,1112977.99,3087092903.0,9803.46,2593705201.64,3714320375.31,55518998.48,1609672.06,7319089571.16,1569450559.64,1296395288.45,204857307.77,863735423.07,5036.8,4931042689.07,214974383.35,324306036.65
2017,2,2062,1555461105.24,356186.03,2432559313.11,148419.36,3062795792.94,2921685880.8,58950781.13,1764633.76,6201089561.98,1351254066.87,1455614040.48,167918177.95,787159765.88,170219.55,4345730074.06,170624585.98,286745673.23
2017,3,2062,2082410837.96,1265492.43,2891976642.98,8835.3,3580708588.22,3144420695.84,50883853.1,3060139.88,6794663302.25,1468516312.99,1640304541.49,188759244.22,797969127.31,3897.3,4391546204.92,220635919.98,304044199.84
2017,8,2062,2311822014.91,386427.92,3032150337.02,101943.48,2714572707.56,3166852398.03,65007178.26,3620347.29,7547858966.87,1632546975.66,1340150633.09,234557967.0,767380151.06,1419.28,5528383077.97,320381829.08,334083233.91
2017,12,2062,1983519140.42,892220.92,3249818131.45,161694.58,3483463123.92,5212644172.67,61138001.37,20667279.1,8078439830.76,1742852255.43,1644866504.47,251132014.06,1147831294.87,3504.6,5940626482.04,238344040.54,400482082.67
2017,10,2062,2341650991.95,735702.87,3385605602.66,8573.17,6704134174.92,3285028327.09,55406763.0,26200464.39,7906767010.34,1703093251.75,3376426787.39,216931859.61,963440987.84,3232.68,6053217028.24,252629497.19,1118877747.9
2017,7,2062,2122846535.3,388897.17,2986747490.8,14932.32,6221967421.53,3366518470.49,62629573.79,1319941.62,7216162279.9,1574004178.86,3259524596.35,200754694.65,849692550.49,1288.88,4942539267.28,260272003.95,969272938.51
2017,11,2062,2332383369.34,588648.64,3434242314.07,11756.97,3163639378.28,3217386748.23,50788268.44,20615261.83,8257403728.76,1777488873.31,1537536017.22,218269472.56,1097152362.54,6936.99,6428746442.53,271539843.4,355702656.58
2017,9,2062,2238929046.75,950692.22,3364278845.98,9508.34,2734795107.72,3075759884.5,57553854.52,156678991.8,7978940684.21,1713828350.17,1347372040.01,230296270.29,946859456.55,785.13,5842938467.91,230265084.28,332446683.69
2017,3,2070,9244.16,,293917.44,,93608.29,108006.7,7781.74,107.24,268040.58,69403.39,139213.19,,83543.28,,764622.63,13016.1,16701.89
2017,7,2070,,,324631.33,,1764397.09,58663.92,8442.38,,695084.1,190698.62,1051098.71,,57288.73,,812166.59,12204.56,268970.98
2017,10,2070,,,477330.43,,793924.59,108560.19,8538.44,2789.37,455032.87,90389.59,604563.69,,164016.38,,875533.33,24239.98,315012.24
2017,1,2070,81626.07,,346645.07,,2181746.21,81971.61,8707.91,,1028110.56,227905.64,1300285.96,,63214.1,,848848.52,9504.7,84332.31
2017,8,2070,1313.21,,355.5,,104936.89,45097.07,8776.42,,242639.72,70539.87,99753.37,,58880.19,,733026.91,129974.86,30720.46
2017,12,2070,9140.92,,12958.18,,232897.96,76040.62,8853.36,3115.95,538991.69,120490.17,130821.44,,220614.53,,719759.18,27435.91,25133.29
2017,6,2070,491.1,,18472.1,,95151.85,66842.6,8752.88,,252349.64,97658.72,92542.46,,75370.71,,903013.14,16148.84,50641.04
2017,11,2070,32317.25,,11383.46,,291886.86,70476.21,9011.1,3266.96,520774.55,120321.06,192649.05,,219068.98,,706494.53,34428.52,25203.14
2017,2,2070,,,33534.58,,140698.65,87700.65,8727.05,,210474.96,47303.93,104649.65,,74401.58,,738723.4,34883.09,17166.82
2017,5,2070,6600.2,,18024.81,,138639.06,51745.53,8372.64,,352201.28,78609.95,98845.77,,57296.43,,805020.65,12971.0,27954.66
2017,4,2070,577.26,,325025.87,,758384.47,66842.29,8642.83,,223346.18,102269.04,600507.52,,49740.27,,765142.52,9933.36,11061.4
2017,9,2070,,,300335.11,,174546.39,114079.56,8796.3,17645.15,290739.01,92897.19,133730.68,,97704.31,,857150.6,17922.93,86095.66
2017,8,2076,1313.21,,355.5,,104936.89,45097.07,8776.42,,242639.72,70539.87,99753.37,,58880.19,,733026.91,129974.86,30720.46
2017,4,2076,577.26,,325025.87,,758384.47,66842.29,8642.83,,223346.18,102269.04,600507.52,,49740.27,,765142.52,9933.36,11061.4
2017,2,2076,,,33534.58,,140698.65,87700.65,8727.05,,210474.96,47303.93,104649.65,,74401.58,,738723.4,34883.09,17166.82
2017,10,2076,,,477330.43,,793924.59,108560.19,8538.44,2789.37,455032.87,90389.59,604563.69,,164016.38,,875533.33,24239.98,315012.24
2017,5,2076,6600.2,,18024.81,,138639.06,51745.53,8372.64,,352201.28,78609.95,98845.77,,57296.43,,805020.65,12971.0,27954.66
2017,9,2076,,,300335.11,,174546.39,114079.56,8796.3,17645.15,290739.01,92897.19,133730.68,,97704.31,,857150.6,17922.93,86095.66
2017,12,2076,9140.92,,12958.18,,232897.96,76040.62,8853.36,3115.95,538991.69,120490.17,130821.44,,220614.53,,719759.18,27435.91,25133.29
2017,7,2076,,,324631.33,,1764397.09,58663.92,8442.38,,695084.1,190698.62,1051098.71,,57288.73,,812166.59,12204.56,268970.98
2017,3,2076,9244.16,,293917.44,,93608.29,108006.7,7781.74,107.24,268040.58,69403.39,139213.19,,83543.28,,764622.63,13016.1,16701.89
2017,1,2076,81626.07,,346645.07,,2181746.21,81971.61,8707.91,,1028110.56,227905.64,1300285.96,,63214.1,,848848.52,9504.7,84332.31
2017,11,2076,32317.25,,11383.46,,291886.86,70476.21,9011.1,3266.96,520774.55,120321.06,192649.05,,219068.98,,706494.53,34428.52,25203.14
2017,6,2076,491.1,,18472.1,,95151.85,66842.6,8752.88,,252349.64,97658.72,92542.46,,75370.71,,903013.14,16148.84,50641.04
2017,4,2089,48905.28,,20416.58,,215373.39,41126.31,,,46872.34,10743.59,68404.22,,1673.28,,79441.85,1312.3,1384.98
2017,6,2089,97512.12,,41112.55,,71371.89,37771.39,,,127660.77,26857.53,43375.0,,,,69630.71,885.4,12370.36
2017,5,2089,137845.68,,58175.19,,3896.7,40743.59,,,115624.85,25196.29,2884.73,,,,106355.92,2184.45,1082.9
2017,3,2089,34030.92,,13934.49,,5496.84,139869.12,,,105325.77,23564.9,3866.22,,,,115051.1,820.5,1053.13
2017,8,2089,124768.04,,52581.28,,118491.97,131175.3,,430.09,182187.95,38798.96,64123.31,,126.22,,47068.96,6999.71,1269.37
2017,7,2089,81899.57,,37613.88,,270613.98,25284.54,,,121483.08,26855.72,69586.13,,,,77300.17,3373.64,3613.83
2017,11,2089,68791.12,,35116.01,,172184.79,39659.27,,,91052.29,23494.14,70839.02,,3892.68,,88087.62,1174.8,532.88
2017,1,2089,44212.74,,18150.7,,189648.87,60369.91,,,113268.03,20214.72,69616.42,,,,61588.09,576.5,960.82
2017,2,2089,38508.05,,18121.66,,69225.14,41082.26,,,87030.74,19515.96,31283.85,,,,118210.87,576.5,991.44
2017,9,2089,203731.11,,89647.79,,23913.02,33645.69,,,175590.42,34846.56,11487.63,,,,27867.33,1759.1,1083.67
2017,10,2089,129702.56,,53610.74,,63103.7,61481.65,,,103959.62,21481.03,21122.15,,,,97066.99,1447.2,1071.52
2017,12,2089,41649.22,,22856.93,,49777.23,40195.33,8318.76,,47075.45,14678.82,17025.69,,,,73381.93,1508.8,1073.2
2017,11,2097,,,,,18411.88,117179.19,,,45244.66,9822.86,15501.78,,36296.65,,115488.15,,3157.39
2017,7,2097,,,,,15919.09,8067.64,,,70011.84,15199.94,13023.58,,39627.75,,9921.65,,1165.23
2017,6,2097,,,,,2728.0,8136.56,,,68645.79,14903.36,6345.79,,45493.51,,1624.27,,1344.24
2017,10,2097,,,,,18229.59,88473.06,,198.9,33828.71,7343.86,15348.3,,30683.09,,8310.3,125.0,4070.24
2017,12,2097,,,,,18515.79,147030.37,,,7324.14,33738.2,15589.26,,32345.52,,4333.92,205.7,8745.6
2017,5,2097,,,,,3702.74,7893.25,,,46913.28,10194.16,6882.24,,54034.33,,1688.84,740.0,32954.1
2017,8,2097,,,,,17984.49,85659.27,,,55870.56,12148.39,14373.49,,44750.3,,18353.28,23832.94,24373.11
2017,4,2097,,,,,2676.35,6972.73,,,33407.26,8892.55,6225.64,,33740.2,,420.46,,2058.68
2017,9,2097,,,,,17092.85,88905.2,,75967.71,93549.19,20319.37,13872.62,,63814.16,,11106.69,765.24,12085.29
2017,3,2097,,,,,62425.86,6657.88,,,52651.49,11430.61,23410.34,,33853.81,,1251.9,,1008.77
2017,2,2097,,,,,61892.72,58902.02,,,43926.42,9536.66,26518.94,,26887.71,,4477.58,100.0,
2017,1,2097,,,,,61279.93,124596.97,,,139483.84,30282.68,22980.61,,40519.65,,6810.96,,1975.03
2017,3,2100,,,,,19.3,,,,24.12,11.93,,,,,12262.45,495.08,120.04
2017,11,2100,,,,,278.2,,,,349.59,63.92,264.09,,418.45,,11994.77,,33.82
2017,6,2100,,,,,137.89,,,,172.36,44.05,62.05,,,,13309.06,,21867.03
2017,5,2100,,,,,25.5,68.66,,,31.87,,11.47,,,,10736.24,26079.8,
2017,1,2100,,,,,439.11,,,,190.92,48.73,369.31,,,,9695.47,485.85,97.19
2017,4,2100,,,,,4590.54,82.21,,,21936.12,,11386.03,,,,13583.92,,7478.67
2017,2,2100,,,,,167.72,81.64,,,152.47,33.04,146.38,,,,9857.77,,
2017,10,2100,,,,,1764.14,,,,346.12,63.28,173.05,,1259.53,,16157.93,,486.63
2017,1,2127,,,,,494678.22,6245.34,2780.28,,116177.74,25923.52,236727.95,,,,346651.31,,212.51
2017,10,2127,760.32,,,,439441.06,7442.66,,15255.23,78259.5,18711.77,192394.19,,,,79226.02,1312.65,6998.32
2017,9,2127,518.11,,,,46094.37,9563.52,,12763.9,89864.22,15525.78,23581.45,,,,49136.17,99750.0,2927.85
2017,5,2127,58.39,,,,95372.17,11652.25,,,319297.49,109969.06,48416.13,,3548.85,,22810.02,100.0,791.02
2017,4,2127,,,,,381324.31,7261.21,1912.72,,171519.09,38647.28,165531.33,,3426.94,,27459.98,750.0,217.63
2017,2,2127,1550.0,,,,57997.02,5551.79,2506.81,,103991.75,22704.61,30637.03,,3751.14,,8540.52,6500.0,234.36
2017,6,2127,771.86,,,,15957.92,11105.37,,,501295.97,118550.03,20622.66,,3820.86,,15005.14,27850.0,10908.76
2017,11,2127,,,,,23593.55,8297.76,,12044.45,185206.82,48250.2,12330.97,,,,86776.46,10347.23,3502.46
2017,8,2127,303.7,,,,42314.0,11581.53,,,170481.81,33049.16,21119.88,,,,60471.45,12975.0,2899.74
2017,3,2127,,,,,37522.9,27990.88,2012.65,,81663.5,18065.89,18599.44,439.85,1797.24,,17227.17,2540.4,229.26
2017,7,2127,189.33,,,,263949.09,18131.88,,,127931.04,30887.9,137391.38,,,,41111.02,20250.0,221.93
2017,12,2127,,,,,101525.17,54619.39,,12112.0,172768.82,38132.97,44147.52,,8721.28,,76174.56,31578.98,1901.09
2017,10,2135,4415921.66,1375.38,4040673.6,1337.81,118052683.7,29847666.61,33888.61,20450.29,61184233.57,13850480.44,84339741.9,328.35,16368045.31,1003.84,1480012007.76,15934001.98,6226392.0
2017,7,2135,4100337.92,1058.28,3707336.65,512.68,113632195.25,30662560.48,33871.97,8938.29,58221323.74,12874862.7,81234677.69,805.69,10675027.85,19.62,1417696050.05,13546292.52,3600298.6
2017,12,2135,3785322.67,,3767774.84,3836.05,32441187.77,31408087.0,33123.78,31123.97,62225136.76,13593962.5,22514085.59,2476.53,17602315.1,,1535619003.54,17034772.87,5762711.05
2017,1,2135,3591502.73,8253.24,3778020.57,1395.5,125328190.9,35265548.8,89376.0,15708.43,68802063.75,15782381.34,89177384.72,1580.65,12200298.36,538.61,1596252655.92,19798639.83,5748415.12
2017,6,2135,3488540.99,,3210372.08,5240.75,27342926.05,29190401.51,41866.12,4003.06,59420357.72,12952806.94,19395535.26,182.58,11118434.6,808.11,1401007672.74,13063484.27,3626613.49
2017,9,2135,3987995.31,3956.24,3123801.36,3252.63,28183431.59,29418410.31,29416.95,235070.23,60977189.0,13171668.4,20452412.46,207.08,15788077.79,1142.73,1477290822.61,13800267.04,6135291.32
2017,5,2135,3804241.93,26.7,2916888.49,1603.85,32843977.54,29056439.42,47877.29,8846.74,58668273.78,12905231.95,23891932.11,2281.81,11228838.02,,1341650701.8,18366364.65,4989624.98
2017,4,2135,2413146.19,,2794755.19,374.76,105391712.53,28811399.69,45039.18,5383.42,54205097.87,11953391.67,75569409.22,3290.97,10930319.86,515.52,1327826625.42,11467691.07,3766312.17
2017,8,2135,4738972.34,329.77,3851829.01,3236.06,32944378.31,30916681.07,30301.53,8554.41,61204183.68,13218870.82,23797344.53,5484.17,14119329.83,915.62,1445035121.18,16444153.68,6629015.4
2017,11,2135,3739189.06,6709.29,3642682.65,2440.98,34959528.73,29603163.08,21173.61,19230.59,61477181.47,13383747.53,24346755.87,2140.33,17209204.83,1090.96,1480542545.37,15503018.89,5052909.01
2017,2,2135,2671710.5,1028.24,2678889.17,1427.04,30837911.56,27873190.74,43599.29,37476.24,51544492.1,11373815.46,21387878.38,568.95,9165572.23,135.0,1208986125.41,12807373.18,3774194.07
2017,3,2135,3416188.91,179.44,3139455.22,1349.92,32129948.39,29151316.95,48060.37,18812.13,55068207.75,12132344.33,22929705.56,71.17,10740447.22,558.12,1265910213.77,15018786.46,4835824.01
2017,6,2143,2048775.44,,1489788.95,,18608515.57,427693309.99,129073896.8,84108.26,63397839.39,20957832.32,16111771.96,20337.85,16270390.96,,83136887.77,22300080.71,21474856.27
2017,10,2143,1569271.6,,28828993.7,,37736516.42,449788917.75,140148239.79,41465.87,84967522.36,21273686.85,24531775.5,44306.27,21832731.77,800.0,99228489.35,13434320.43,35647953.26
2017,8,2143,2707643.55,,2614287.93,,32442706.13,436300419.34,132390192.16,27597.75,76600679.1,20754187.66,18668236.44,75254.28,18534161.84,,96650186.31,20590917.13,17781340.41
2017,1,2143,3453414.4,,1295367.22,,33666283.02,599329541.4,53359484.49,4846.4,69754406.35,23217147.38,24117338.47,249611.53,16788890.91,97.1,76374531.59,6835981.37,24166961.88
2017,12,2143,1783804.94,,10333218.96,,16335807.35,477303993.53,160449614.6,31174.94,84062119.02,22405497.71,14665586.35,291988.37,36276562.52,70.18,95972171.81,14394253.5,42390357.58
2017,9,2143,1585249.34,28966.7,7347150.21,,28009060.23,454711248.18,142457928.39,2077991.17,70658878.18,19575366.2,16324656.46,89720.87,30588596.46,52.06,94292595.11,45440957.48,34540369.52
2017,3,2143,2250383.44,,3771076.29,,52403448.82,399543198.22,45701049.06,48801.45,79808183.25,20122564.48,32290528.33,71453.19,14724703.61,,70694453.31,40443734.33,14593191.35
2017,4,2143,1379497.56,,1141981.54,,45798785.65,455493956.18,91915919.31,3562.79,65720788.87,19249840.25,27674765.74,9986.72,16843559.72,,81316104.77,25735601.03,17470074.27
2017,11,2143,2763589.87,,7970710.46,,26440951.71,436546902.56,139410258.95,41390.65,76759251.49,23645357.99,15731153.37,86398.96,42872827.12,,104295050.2,14679901.75,16053996.24
2017,2,2143,2113372.23,,2753834.96,,40617374.72,405471822.69,51197780.08,9923.07,79294582.24,19403843.98,20471467.48,336819.13,15248175.62,,72772613.1,4934335.5,8214433.49
2017,7,2143,2031105.72,,981641.71,,36184514.96,447713994.22,134070664.77,29473.93,66876592.27,18762716.55,27079829.83,109344.73,15969609.11,,83796802.1,17089807.72,14200578.45
2017,5,2143,1910726.2,,1850122.46,,42336612.93,465663424.8,118105776.24,9727.6,72517662.19,19550651.04,23250594.74,18603.28,15114680.9,,80655144.46,39580201.92,22188613.21
2017,5,2151,156874.02,,66575.35,,213628.93,10779858.19,,,686504.08,161114.23,150804.6,57305.66,5759462.02,,5860438.61,47740.23,724237.04
2017,6,2151,184651.66,,125985.64,,129102.03,11171527.78,29499.62,,1360596.36,164144.35,79490.76,13622.99,4352011.14,268.0,5479223.59,95015.17,331334.09
2017,8,2151,249373.43,,157388.19,,156368.95,11986530.07,,,748864.0,169459.39,105943.77,8250.91,4124039.69,,6569584.39,44289.46,473123.69
2017,10,2151,24142.73,,12949.4,,554339.84,11867949.09,,,1350239.26,286841.63,328988.91,73194.91,5651319.77,,6681193.74,93273.3,658752.45
2017,7,2151,252953.8,,106250.93,,398244.97,11550042.04,,,623230.8,164101.24,227376.7,38719.97,2998816.16,,5172238.78,56959.56,452015.71
2017,12,2151,17650.82,,10641.68,,171309.53,12328174.11,,,1034611.0,209592.38,124239.99,18149.82,5180038.95,1049.06,6395595.05,422250.47,296457.69
2017,4,2151,270044.02,,95667.33,,635801.96,11309451.5,,,1436496.8,323034.36,318563.56,92551.22,5184034.94,54.74,5344344.92,44447.65,783908.24
2017,9,2151,112510.68,,47866.45,,59729.88,11825856.34,,15407.22,3043646.69,777212.72,29942.21,4719.62,6545037.74,,6733587.43,32215.2,469106.74
2017,1,2151,188022.59,,81270.98,,797309.02,24043158.75,162.5,,1992832.55,452232.62,366438.65,12019.61,4862257.45,,6085872.05,39852.72,263932.3
2017,11,2151,875558.6,,500833.49,,149394.16,10185466.05,24659.08,,1719766.83,377983.38,86315.85,27334.51,5909955.13,,7818386.38,432691.11,614144.22
2017,3,2151,516937.81,,324531.84,,218270.15,13045540.3,98179.05,,1806370.95,400422.57,127282.72,25977.02,5670372.34,,5157180.38,65397.46,508364.81
2017,2,2151,209227.99,,129064.46,,65553.18,13678830.62,,,634585.84,148755.44,48337.54,41091.29,8053568.04,,5770794.6,53377.34,329659.53
2017,12,2160,,,,,1085432.11,700191.15,,1922.87,4129.98,26477.64,373264.31,,,,,38.01,8045.9
2017,11,2160,,,,,1094537.29,696261.74,,1912.21,5342.37,26802.09,372462.96,,,,,37.79,321616.68
2017,10,2160,,,,,1063834.41,689368.05,,1900.24,488.3,24698.3,364322.89,,,,,37.42,7630.17
2017,8,2178,258182.45,,57769.48,,3256656.17,10818978.77,1176968.66,11226.31,4793914.32,1005531.94,1927789.04,6299.4,28173.63,,1820904.9,860742.77,51933.4
2017,11,2178,11450942.61,,93916.56,,60229362.81,13133194.71,339345.39,11326.43,7610408.67,1552926.76,49415901.84,13930.65,172668.21,,2357864.55,942840.31,33492.45
2017,9,2178,507046.91,,170567.62,,2559099.57,14776839.43,710809.55,393070.9,4316548.61,952340.7,1656143.29,2845.39,32605.39,,2925482.61,909918.78,137696.31
2017,7,2178,290260.64,,127861.83,,4377847.0,11951758.25,2051503.64,11192.94,10275166.17,2146055.16,3309418.04,277285.06,123306.87,,1850430.41,918548.56,114924.02
2017,1,2178,412339.65,,51550.48,,47533440.2,28684755.65,1285017.38,10987.94,9941809.21,2032764.78,40751482.17,39242.5,42048.94,,2009916.0,666060.64,17944.21
2017,5,2178,410716.18,,11375.19,,3524070.2,14932577.42,973880.2,11126.22,4796616.98,3649938.08,2257461.29,10903.65,26896.04,,1861251.8,476369.11,74132.96
2017,12,2178,13950712.24,,1126847.89,,7571716.21,14324068.25,448701.17,11359.79,8105861.02,1686008.97,3075743.59,22794.46,200684.4,,2571859.12,2662373.08,139726.6
2017,4,2178,172818.45,,59430.44,,8902019.74,13236215.34,3692864.27,11092.84,8394192.04,1653459.4,5749912.39,2813.73,33079.43,,1945997.33,1811502.67,84029.24
2017,2,2178,246350.55,,26204.71,,4232574.6,13538872.35,487525.26,11023.7,4402066.96,843441.22,3798113.42,24682.6,30119.73,,1633205.53,637523.86,29113.22
2017,6,2178,390140.54,,89475.79,,4001643.86,19262712.04,1205115.01,11159.58,5197284.52,1039765.15,2455286.12,7323.0,29693.89,,2202122.8,1017252.6,137027.13
2017,3,2178,260557.95,,50977.97,,4405206.13,12618524.98,339616.33,11059.46,5335254.53,1029577.75,3037461.0,8188.43,37302.73,,1849196.54,1115280.15,246280.69
2017,10,2178,5249680.28,,82589.98,,20646432.14,10946284.84,532423.15,11351.09,8142411.14,1658243.36,8226742.99,13881.46,42277.3,,6436546.65,688622.88,90435.37
2017,12,2216,20.36,,,,663750.0,52718938.8,,1015.0,97.79,91.71,,,,,21510.11,6435.5,23280.97
2017,10,2216,16283.72,,,,175.68,9137234.92,,33.05,85.74,26.5,2278.51,,,,1629.98,21.0,13682.21
2017,7,2216,18903.47,,,,4448.46,38506825.83,,,32.7,,1412.6,,,,4718.1,,16910.06
2017,9,2216,9808.87,,,,,205001524.53,,302.29,147.39,23.99,,,,,1382.92,,11644.25
2017,8,2216,22511.48,,,,14761.66,36291623.82,,,97.52,28.2,8891.5,,,,2750.37,,13352.22
2017,11,2216,,,,,,2697686.6,,24.38,85.74,10.64,2753.38,,,,22769.5,25.0,14655.03
2017,6,2224,295.11,,,,,2826785.47,910.12,,629.31,136.62,,713.32,,,37446.05,19662.54,388171.41
2017,4,2224,1228.82,,,,9390.24,163269.28,414.94,330.41,1472.2,339.23,10964.91,,,,37789.31,100.0,21.0
2017,3,2224,639.36,,,,,388179.99,194.02,76.43,2557.58,578.37,,146243.57,,,27666.55,5641.9,
2017,11,2224,,,,,,1705873.39,22.55,315938.44,5702.3,1238.0,,12473.5,,,730434.18,615.0,43756.31
2017,2,2224,1144.11,,,,,243560.92,2550.67,,5784.44,1255.83,,6578.17,,,53636.56,,1112.08
2017,1,2232,19689.89,,3074.81,954.93,487802907.83,54273510.27,251559.27,3021.18,63310734.49,13749421.45,187118982.63,1548924.53,718869.26,,119868536.93,530517.66,323771.51
2017,11,2232,,,,333.02,96031878.14,29167727.09,234594.83,3126.21,45624344.69,9979287.29,34094007.99,1382456.7,1559618.81,999.99,120983787.32,672917.17,421177.24
2017,7,2232,9485.92,,,,392630488.42,36994432.25,198534.66,1612.0,53983895.76,11753032.26,150281811.96,1642725.54,572482.28,,121438532.26,559679.73,263131.95
2017,9,2232,16140.76,,,,93349015.26,29643519.41,177607.66,33367.27,46642086.72,10123282.61,33393648.77,2046555.23,1213531.89,,123457604.69,1754594.09,1021295.25
2017,5,2232,17824.56,,4491.79,408.82,87262229.54,31631772.08,201514.95,1375.01,36942366.6,7939508.35,31086115.24,1127395.9,682226.53,,96712199.21,628720.71,428200.43
2017,2,2232,6638.56,,,,84630438.77,25222449.38,202002.1,25.06,31192030.58,6741004.15,30165391.91,916028.34,570678.41,,81373173.18,397047.16,267088.64
2017,10,2232,7243.61,,,,407893764.41,32334153.85,216370.81,5987.34,42458528.59,9114174.82,152606741.73,1219602.77,1503675.23,,114905191.96,714491.28,465225.62
2017,3,2232,29552.69,,7197.82,,133860199.42,27599528.18,142876.33,,32458680.22,6793659.74,49819026.15,1743081.15,677055.0,148.18,86800252.17,497426.61,394438.63
2017,4,2232,14720.22,,117.57,,344382962.94,30613895.94,231132.17,,41596183.51,9041946.14,129530569.78,1973993.17,699397.07,14.89,99081080.87,419141.02,517032.79
2017,12,2232,2057.45,,,31.4,94890446.36,31402682.57,582638.38,3319.46,46138997.37,9921426.09,33764901.83,1290379.29,1095693.18,,120053102.77,857433.03,530497.98
2017,6,2232,20406.97,,,,85966827.8,35590668.67,292040.16,1194.26,43550381.14,9506065.21,30496943.15,2208525.28,563751.9,1032.68,107020420.65,907773.61,966056.52
2017,8,2232,19424.12,,3898.96,,92686533.46,28505474.08,157749.18,917.92,40062721.0,8742075.55,33159009.74,661140.16,1064958.73,925.01,111477103.02,701942.74,606894.75
2017,5,2240,111115.0,526.84,121335.15,,91805283.46,66541971.43,239890.02,54031.62,73964673.11,16009250.19,40429482.48,536609.84,10523300.75,,242449810.36,3550249.8,2809599.78
2017,6,2240,167457.41,1137.48,86861.97,,86494594.49,58721686.92,203404.53,39219.14,77943186.36,17024009.97,36845554.5,797393.0,10041326.76,30.91,252829066.35,4252513.18,3156693.4
2017,12,2240,205131.25,,180256.56,363.91,110048180.64,63085847.7,394973.09,507213.96,82257427.33,18007769.43,44995893.74,1086938.84,19297332.57,93.25,267281982.69,3535209.84,4221214.93
2017,4,2240,129320.66,,35357.2,2954.47,453896040.21,57369163.32,208988.08,24890.64,75684975.83,16303933.95,196895221.28,1086288.85,11418718.32,17.93,247834696.63,2519661.64,2034376.37
2017,10,2240,82865.73,,20981.87,431.51,473485888.43,62731438.86,494350.96,594000.03,76467971.46,16618130.03,207040808.9,611547.39,15551281.59,31.57,265290027.54,5834142.99,4380674.55
2017,8,2240,249699.14,,213883.77,,92509881.67,57426889.66,245142.04,18837.48,79286792.3,17319916.94,40485630.05,708545.95,12011212.07,171.94,260185084.95,4608420.46,4207638.49
2017,2,2240,221248.48,,22657.71,393.64,94280116.56,54969039.07,246654.92,43880.61,65062829.48,14162565.97,41008587.85,452718.23,10826717.76,,225938122.44,7338134.37,1850028.91
2017,3,2240,98267.54,,9452.72,789.71,96724262.67,61385606.16,291169.51,37203.85,70667127.36,15273803.6,42102348.21,814690.84,12001054.47,1091.55,235115205.73,3045701.47,2466730.54
2017,9,2240,93497.91,,15281.28,,84225389.46,56126162.0,299186.53,2235789.12,76096847.89,16474048.36,36249918.81,568896.6,13022592.35,24.55,266372282.99,3517389.89,5077790.47
2017,11,2240,89193.55,,30898.59,183.93,94231885.21,56304920.43,513093.93,550963.55,80071800.83,17451647.55,41113761.14,1295902.38,18882191.11,,271864144.91,3282902.96,4345744.2
2017,7,2240,111170.26,,19659.58,,470919416.5,63027043.25,323771.35,36084.46,75719466.56,16346615.98,207961587.53,815158.83,10459496.89,,254031404.54,4894503.95,4566053.11
2017,1,2240,217082.66,,6102.21,2620.34,573921056.41,99051138.86,280985.67,74540.7,90207279.69,19545332.49,253674351.79,991984.99,13320448.62,,276114873.01,3321923.67,2225991.18
2017,8,2259,,,,,61246.2,60972.31,,,102066.59,22363.52,36954.32,,1890.57,,572065.19,500.0,3972.47
2017,3,2259,,,,,49959.8,21437.08,,,64208.48,14563.1,28733.51,,6293.22,,365992.89,,665.74
2017,2,2259,,,,,35469.81,19855.0,,,71932.43,15225.7,21876.31,,1276.27,,239323.4,721.3,451.37
2017,10,2259,,,,,583434.61,43560.99,,28.49,104236.92,21516.53,273408.43,,3378.89,,205877.13,1319.83,985.81
2017,9,2259,,,,,64187.43,77290.35,,1156.86,93191.69,20412.65,32908.32,,1454.16,,217517.65,9235.3,784.13
2017,12,2259,,,,,85659.08,47799.95,,,94578.82,20200.97,40431.37,,2996.84,,198854.79,2086.54,561.53
2017,5,2259,,,,,37781.16,23342.99,,,72691.97,15547.45,22326.27,,941.54,,199643.29,5380.15,603.41
2017,11,2259,,,,,103468.61,46438.98,,,87231.21,18875.9,39930.74,,2982.97,,233273.43,1818.82,966.69
2017,1,2259,,,,,534029.31,21907.35,,12.42,79170.7,16913.35,254492.83,,2745.93,,431123.89,936.89,1000.41
2017,7,2259,,,,,492826.4,61441.59,,23.36,114719.22,25828.26,248287.19,,1879.51,,301436.45,2225.0,303.52
