ano,mes,natureza_juridica_codigo,imposto_importacao,imposto_exportacao,ipi,irpf,irpj,irrf,iof,itr,cofins,pis_pasep,csll,cide_combustiveis,contribuicao_previdenciaria,cpsss,pagamento_unificado,outras_receitas_rfb,demais_receitas
2019,7,1104,,,425.45,,173856.0,683050225.68,,,108968.29,8284115.23,56571.14,411296.73,295830.35,875786306.88,127337963.88,8386109.77,3808598.77
2019,1,1104,,,1476.14,,115913.66,694291019.75,,,66898.54,6950859.63,34385.47,662546.84,134898.57,902664606.71,75210905.24,1530747.01,2183047.85
2019,11,1104,618.0,,5.45,,85768.88,1216172758.78,,,114322.11,8205321.23,33222.84,111271.48,591771.6,1696425742.01,147209369.68,1935380.78,5132644.63
2019,4,1104,,,432.79,,195938.88,692914731.44,,,111303.14,6870287.74,67462.47,208499.09,178447.18,904234274.99,114680246.73,1444671.62,1023219.16
2019,9,1104,,,2.73,,190254.9,701863680.1,,151.66,103166.04,7345204.52,56892.38,212541.35,781427.99,876681753.38,114071689.32,1110203.26,2942249.48
2019,2,1112,,,,,68954.79,17654225.1,,,17509.65,64541093.92,8769.81,,1222935.04,,3593385.3,165389.44,77642.44
2019,4,1112,,,,,35970.98,44160651.89,,,21656.23,59692704.15,8598.35,2560.28,1236344.01,,3888518.49,221054.78,113134.83
2019,3,1112,,,,,34742.3,7646978.62,,,24375.26,63615931.19,9577.94,,1221955.47,,2135501.6,733762.13,124542.93
2019,11,1112,135.85,,67.07,,,18121488.28,,17.03,10877.34,68666521.21,4974.93,,2253360.59,,698692.18,317698.58,47188.37
2019,8,1112,,,,,,16780288.68,,,36149.8,70061256.87,13465.94,,1268523.75,,4802912.56,146669.23,34716.72
2019,5,1112,906.54,,985.86,,181.25,30342273.75,,,17101.2,69838616.42,6876.76,,1253201.4,,4458072.66,172953.66,55150.97
2019,10,1112,,,,,,47327479.47,,10.0,26734.59,61112226.83,10291.11,2770.87,2125060.61,,694043.98,126637.04,39011.11
2019,6,1112,,,,118.92,441.71,7761997.39,,,26698.22,67272057.56,10551.85,,1251860.27,,4234111.02,124681.28,70195.77
2019,1,1112,135.0,,,,,59813548.86,,,153.69,82915541.96,1170.9,2471.06,1210689.38,,4243129.69,106102.52,14.9
2019,9,1112,,,,,,11378992.97,,,35291.29,68397822.33,14385.56,,1276667.87,,1557933.94,137640.81,35903.52
2019,7,1112,,,,,,122294391.57,,,26072.19,62019637.7,10102.59,2619.0,1348879.0,,4324969.75,441278.99,168898.83
2019,12,1112,,,,,,1231403.88,,171.35,44422.44,67137533.77,16187.09,,2055883.64,,2146129.83,363189.1,37046.32
2019,9,1120,,,,,,312867.65,,896.6,36261.38,23478850.12,,,453102.89,,1393456.93,179932.29,102277.52
2019,1,1120,,,,,163.52,198625.87,,,36253.06,31565902.23,390.82,,281858.59,,565696.45,168817.48,85266.5
2019,11,1120,,,,,,268693.49,,,34620.78,35261285.12,45654.11,,725897.13,,1127225.32,393407.2,244106.85
2019,3,1120,,,,,160.55,182130.72,,,33565.02,21869395.17,186.14,,326007.46,,1182552.23,7250618.61,120262.51
2019,12,1120,,,,,,315395.93,,13.58,43810.46,23867542.66,25.1,,408889.92,,1633048.23,278992.28,113496.95
2019,4,1120,,,,,,361456.03,,,35439.02,24194358.29,81091.19,,350920.0,,1745466.11,220253.88,72923.73
2019,5,1120,,,,,,239591.27,,,33826.37,30012052.03,171.49,,384615.57,,1320303.37,238457.88,1480288.19
2019,10,1120,,,,,,264201.28,,,39638.69,25767270.0,,,407689.82,,1228513.74,127566.44,197696.57
2019,8,1120,,,,,,238763.72,,,42556.89,26599105.18,189.68,,446520.9,,1566678.31,269026.37,303537.19
2019,6,1120,,,,,,321036.29,,,33866.44,28277802.13,171.49,,467512.53,,1484060.07,196163.25,147366.58
2019,2,1120,,,,,255.38,234338.22,,,34455.97,27597812.16,268.4,,387594.02,,851626.14,288696.29,157575.72
2019,7,1120,,,,,,273129.54,,,34504.4,27196277.34,176.58,,431826.75,,1370634.3,207638.37,141274.62
2019,9,1139,,,,,8790.49,162475457.6,,,106732.6,5970178.4,35523.77,,3196.65,215697083.34,26683942.36,82729.61,58790.7
2019,12,1139,,,,,4813.44,183018829.11,,12.18,116186.0,12723222.37,38638.34,,2191.36,236683423.18,32584666.33,1117717.98,171502.15
2019,6,1139,,,,,367.01,162299902.32,,,142284.97,7934232.81,47350.16,,36314.79,214755291.29,24254754.15,418260.5,66283.85
2019,7,1139,,,,,17398.32,159910006.04,,,112448.85,6380264.15,37661.9,,2175.89,213912282.6,23803067.39,26464.46,111698.71
2019,1,1139,,,,,5842.23,158483565.65,,,44963.36,6930778.65,15032.56,,45622.21,224095697.69,13252800.73,111478.37,58933.32
2019,4,1139,,,,,520.5,159575147.8,,,132929.54,7030782.43,44217.54,,37034.25,214886951.65,22391403.91,27084.54,49844.74
2019,5,1139,,,,,190.42,159407881.88,,,41874.35,6578692.71,13850.48,,33991.88,214591465.68,26721574.6,724924.01,55117.85
2019,2,1139,,,,,4907.5,154629675.81,,,127961.89,6683126.52,43226.03,,33654.38,212608617.3,21568431.96,313248.28,4409.24
2019,3,1139,,,,,4457.29,157146693.71,,,23262.42,6562583.85,7914.22,,57863.87,213690010.34,22499490.77,362549.76,96353.97
2019,10,1139,,,,,4935.13,162635147.91,,,97729.7,9087075.01,32581.32,,6734.69,217764185.11,28773035.16,311981.45,58422.26
2019,11,1139,,,,,4327.36,323668035.09,,12.75,88814.5,8867798.26,29649.75,,12717.83,416918360.45,21748679.68,466514.28,56496.27
2019,8,1139,,,,,,162099227.41,,,42464.13,5904371.23,13662.19,,3883.94,215236212.86,22921167.59,363327.65,382.2
2019,9,1147,,,,,,773400.5,,6664.78,1742.36,5035462.5,,,7788321.71,,1400275.51,136832.54,68886.29
2019,10,1147,,,,,,184665.39,,,3312.57,5478139.47,,,7803021.05,,844841.72,136761.95,161188.71
2019,7,1147,,,,,,13573.65,,,1645.84,4589494.3,,,7697664.55,,1011461.56,203975.17,54801.65
2019,6,1147,,,,,,16336.8,,,1830.32,4575202.09,,,7678539.65,,593759.52,139467.81,59832.56
2019,12,1147,,,,,,196283.37,,,1713.31,6817362.84,,,8162595.04,,1171435.16,54159.53,268971.18
2019,4,1147,,,,,,59418.91,,,1656.72,5358460.43,,,7633634.51,,798530.01,165513.83,57496.7
2019,8,1147,,,,,,14580.36,,,2015.88,4536509.46,,,7760751.05,,619899.34,131519.59,66089.73
2019,11,1147,,,,,,137107.74,,,1674.31,4888298.03,,,8105725.98,,1163525.34,202183.44,89349.15
2019,1,1147,,,,,,252303.29,,,1728.73,6430050.73,,,7569380.54,,586652.19,60668.17,150865.43
2019,2,1147,,,,,,143443.44,,,1978.47,3973502.62,,,7591502.17,,585193.48,132974.63,66859.78
2019,5,1147,,,,,,54600.68,,,1644.38,5375592.64,,,7657314.45,,622242.05,168471.94,61838.86
2019,3,1147,,,,,,11671.67,,,1779.58,4568021.19,,,7615628.5,,586265.73,235215.46,54842.07
2019,4,1155,,,,,70.15,145679.87,,,4629.14,2039032.92,,,135386.45,,25834.39,81924.13,174671.01
2019,8,1155,,,,,70.15,188937.29,,,3999.35,2076766.1,28.92,,183644.16,,20164.31,1413599.46,87263.42
2019,6,1155,,,,,70.15,181946.26,,,2875.58,2248450.07,,,166164.93,,15081.42,115352.51,29727.4
2019,5,1155,,,,,70.15,291793.9,,,3018.17,2020822.39,28.2,,138585.65,,28539.33,123799.44,51983.16
2019,12,1155,,,,,140.3,259337.47,,,4170.79,2484176.59,10.12,,184272.62,,28131.89,77179.9,82466.75
2019,1,1155,,,,,,399893.56,,1026.22,6391.96,2401417.97,1120.75,,135250.53,,21878.04,123330.88,7109.49
2019,10,1155,,,,,70.15,243306.53,,,2922.23,1985934.9,10.12,,186328.07,,53686.08,46122.52,59038.08
2019,7,1155,,,,,5315.23,178766.66,,,2572.52,2028144.03,,,203307.02,,15562.61,208480.24,77699.4
2019,11,1155,,,,,70.15,226519.61,,,3889.45,1967014.22,,,198348.86,,54848.34,53873.84,190857.76
2019,3,1155,,,,,70.15,142487.06,,,2929.41,1861727.57,,,134275.84,,19829.66,188107.18,42261.84
2019,2,1155,,,,,257.65,277151.02,,,4511.79,1969764.19,18.8,,147142.66,,24289.55,125604.5,45095.6
2019,9,1155,,,,,70.15,177347.74,,,3275.1,1879848.35,10.12,,175911.05,,23525.94,817432.81,24880.58
2019,10,1163,,,,,1672.17,70593938.65,,,13630.9,3083.06,4653.9,,498.07,75437314.31,3318972.63,95518.08,153011.3
2019,12,1163,,,,,3612.66,140660137.46,,,14829.03,70101.35,4964.15,,666.57,152810971.61,7513433.53,2994.0,88558.96
2019,9,1163,,,,,1466.54,70762413.61,,,12652.34,2822.56,4225.43,,1058.49,75643746.0,3548819.05,998.0,70106.43
2019,11,1163,,,,,1991.91,71586457.49,,,12272.67,2659.07,4090.89,,498.07,76091295.12,3730496.73,,
2019,4,1171,,,,,,7596.26,,,,15914.62,,,44322.44,,122449.23,500.0,
2019,9,1171,,,,,,15763.88,,,,4737.54,,,45245.59,,6052.85,700.0,
2019,8,1171,,,,,,6572.77,,,,6790.41,,,45068.07,,88179.36,,
2019,5,1171,,,,,,7404.23,,,,41588.29,,,44507.08,,135892.76,500.0,145.36
2019,10,1171,,,,,,6761.33,,,,4643.5,,,45408.92,,38630.09,,
2019,6,1171,,,,,,8539.36,,,,18086.44,,,44698.8,,143395.92,250.0,
2019,11,1171,,,,,,11056.94,,,,4046.45,,,45579.35,,,40189.11,
2019,1,1171,,,,,,2803.96,,,,18389.83,,,43789.85,,74128.52,,
2019,2,1171,,,,,,5601.12,,,,10142.02,,,43981.58,,97427.3,510.15,
2019,12,1171,,,,,,28310.44,,,,3331.89,,,45714.28,,19434.84,250.0,
2019,3,1171,,,,,,10558.92,,,,16788.17,,,44155.56,,134688.4,1500.0,
2019,7,1171,,,,,,9852.19,,,,7837.7,,,44865.68,,143789.44,414.06,
2019,2,1180,,,,,,349.9,,,,5441.69,,,1129.03,,103.87,16081.56,
2019,1,1180,,,,,,601.58,,,,10203.4,,,2159.72,,,18994.48,205.71
2019,11,1180,,,,,,180.76,,,,12933.95,,,19036.62,,47.32,15899.56,3400.67
2019,1,1201,,,,,67.76,581134471.18,27.74,,23374.62,7535547.46,20024.03,,10271094.43,,9341465.99,438052.16,18096.01
2019,2,1201,,,,,1496.36,227953979.43,33.35,,24409.7,5438985.64,22801.22,,12098657.42,23647482.73,4147549.56,312610.71,22232.11
2019,4,1201,,,,,1598.43,474558917.46,1762.73,,20914.01,5066199.75,9836.68,,5984947.32,23317725.53,8450796.16,898691.9,33311.6
2019,5,1201,,,,,1508.59,251172759.46,412.37,,31889.99,2401570.46,29304.15,,14471889.92,23211610.82,4745463.03,228501.49,459773.93
2019,3,1201,,,,,1434.81,650724234.49,851.33,,29705.44,4782518.11,30185.56,,13078177.79,23316753.96,6276416.23,1717509.32,22604.94
2019,9,1210,,,,,3907.02,1094947.89,,84.0,41011.1,468737.22,8365.32,,669187.92,,562422.68,14936.11,51687.65
2019,2,1210,,,,,163.6,901420.71,,12.3,30079.35,244982.7,5015.75,,410879.1,,312711.98,31012.69,40962.33
2019,6,1210,,,,,5158.5,1018879.89,,,41486.87,552613.17,8981.96,,522930.7,,345443.27,52877.44,53850.53
2019,3,1210,,,,,,904059.07,,,26484.0,464171.81,3628.75,,33788.18,,198344.05,97842.66,33476.66
2019,10,1210,,,,,4037.39,1019630.24,,,49528.58,548151.04,9760.16,,646285.43,,360228.59,25053.82,56649.69
2019,11,1210,,,,,1825.88,1017833.03,,,36243.59,500900.59,6619.94,,532992.95,,349252.3,27095.79,53490.51
2019,4,1210,,,,,2835.51,952014.01,,,37463.21,506373.29,7506.45,,1063643.44,,436077.28,38093.32,65454.1
2019,8,1210,,,,,3631.93,904187.23,,,38647.29,620138.12,8021.81,,531890.22,,374967.71,26809.17,51371.57
2019,1,1210,,,,,925.21,747172.73,,,22390.0,426079.69,2860.16,,396069.39,,254185.37,19824.65,25223.56
2019,7,1210,,,,,921.25,967910.68,,,31526.55,435209.2,5600.96,,657859.08,,356359.89,26171.53,62419.27
2019,12,1210,,,,,3508.11,1632733.76,,,32485.3,600672.43,5577.18,,626892.9,,374529.35,20739.76,65388.76
2019,5,1210,,,,,3423.84,1015051.22,,12.45,38092.9,553583.95,7992.84,,693940.62,,326621.58,29350.13,86629.83
2019,2,1228,,,,,,702822.17,,,1114.81,69427.82,371.6,,22878.53,,143910.99,1082.66,
2019,1,1228,,,,,,981671.74,,,1874.72,75763.67,628.89,,22794.32,,115545.93,529.86,
2019,3,1228,,,,,,651415.29,,,806.2,61282.76,268.73,,22954.94,,130628.72,12311.59,
2019,6,1228,,,,,,721161.64,,,1206.73,63353.06,402.24,,23193.54,,177365.32,250.0,
2019,5,1228,,,,,,729410.04,,,796.09,64626.29,265.36,,23109.33,,95257.43,1935.69,
2019,7,1228,,,,,,772716.73,,,1366.18,66947.34,455.39,,7369.27,,132708.18,589.22,
2019,4,1228,,,,,,637402.63,,,504.19,61897.43,168.06,,23028.24,,127996.88,,
2019,9,1236,,,,,81764.51,2069.25,,20.0,95147.71,347700139.99,9464.77,,15717502.81,,7680069.45,1139586.36,285049.6
2019,3,1236,,,,,56989.19,16108.6,,12.35,89082.78,321199886.46,8080.74,,21844932.97,,9020766.0,131192.65,249547.69
2019,2,1236,,,,,90843.79,2348.48,,,89969.65,361820027.05,16050.48,,27908694.41,,8741691.35,71308.01,366511.0
2019,10,1236,,,,,35526.26,183436.85,,,92055.62,329030920.75,9261.39,,39648258.9,,9667584.69,81280.82,561642.13
2019,8,1236,,,,,35227.55,797.84,,20.0,94193.27,331622578.88,9250.47,,45332550.71,,74274647.19,96980.01,251124.13
2019,11,1236,,,,,82442.47,24794.81,,2004.61,92459.76,358186315.19,8373.56,,15626272.52,,9620152.49,1070684.37,262699.41
2019,4,1236,,,,,57231.75,678789.21,,,89478.61,309499517.05,8115.07,,28006123.98,,9167350.24,53778.08,252862.56
2019,5,1236,,,,,57500.18,16596.26,,7131.83,89916.52,231206055.7,8153.03,,39542603.11,,8960825.54,48237.78,259238.5
2019,7,1236,,,,,58021.52,36605.27,,,90767.08,290700952.32,8226.79,,44344624.39,,7676099.1,163344.07,294448.6
2019,1,1236,,,,,22349.91,3829.2,,12.25,86915.89,419267847.02,,,13618892.88,,8945557.88,162595.25,330987.87
2019,6,1236,,,,,57778.93,14962.0,,,90371.28,240178398.1,8192.47,,14782491.5,,9407685.4,107792.41,261690.93
2019,12,1236,,,,,59255.16,44840.81,,85.63,92779.84,348620783.79,9848.51,,39818579.33,,9865751.59,144943.81,281140.64
2019,12,1244,,,1087.58,,77004.01,2214104.52,,1614.37,40176.32,370998181.35,13632.83,,95827880.61,,5700117.85,4086604.42,8541508.99
2019,7,1244,,,,,233135.79,786649.14,,2323.66,56753.93,347955188.89,13459.69,21766.27,97091021.51,,5650680.27,4144196.12,7083786.07
2019,9,1244,,,,,304601.8,1280577.62,,20391.76,45842.52,349610721.77,12959.08,,91951222.17,,4601272.13,5586885.4,5418812.44
2019,6,1244,,,,,157296.94,2140263.97,3989.32,548.59,36412.75,360936375.47,13095.02,,93981956.81,,6041955.73,9308718.44,6944131.49
2019,3,1244,,,,,79847.79,695909.16,,5981.77,72248.74,426488771.42,26117.26,5167.72,80474058.34,,5028026.31,4127560.35,3954056.47
2019,8,1244,,,,,173375.74,953567.08,,1965.16,49273.52,391053792.41,13681.8,,88100758.0,,5045473.06,7189600.05,4987221.64
2019,5,1244,,,,,208724.41,827144.1,,1424.92,52152.0,394303469.95,14486.63,,89391325.14,,5389669.73,4988395.27,9096796.85
2019,11,1244,,,,61866.74,68348.56,895567.33,,2431.04,48688.21,397094705.95,13850.65,,98811474.82,,5140040.07,7600809.73,5499101.8
2019,2,1244,,,,6555.78,45921.22,661357.06,,1852.6,35393.71,429836920.6,6877.05,,93209608.82,,6943780.62,4128862.25,5722591.11
2019,10,1244,,,,,143002.78,787231.4,,7994.18,39778.51,345349764.57,17306.21,,91514090.25,,5531310.71,4145659.12,5114038.41
2019,4,1244,,,,,86064.58,833565.99,,1987.62,60791.03,372158282.14,20345.59,,88713323.22,,5651676.74,5495687.77,4064723.77
2019,1,1244,,,,,54637.69,668762.67,766.68,5222.31,68661.15,405470992.37,16220.8,,73553089.21,,6070300.54,4506060.03,3252728.12
2019,2,1260,,,,,,254291.75,,,26543.73,983968.12,,,38744.43,,276248.89,1996.95,
2019,8,1260,,,,,,405622.71,,,18367.23,619889.74,,,39722.3,,289827.92,1958.44,
2019,5,1260,,,,,,362185.67,,,476727.35,656650.93,,,39217.38,,328195.74,1980.53,1771.13
2019,7,1260,,,,,,516380.35,,,19043.73,622919.0,,,39540.15,,514435.96,12310.24,31575.32
2019,10,1260,,,,,,459454.22,,,18824.23,549279.37,,,40029.08,,304881.55,924.0,7277.04
2019,11,1260,,,,,,541354.93,,,15304.92,618363.61,,,40182.47,,215388.76,3283.78,50869.52
2019,1,1260,,,,,,512393.13,,,15067.24,729629.3,,,38571.87,,275079.37,2922.86,
2019,12,1260,,,,,,427476.72,,,16842.1,637536.67,,,40303.9,,165212.11,280.99,4.47
2019,3,1260,,,,,,532724.03,,,2550.98,913544.98,,,38901.02,,409633.12,3913.38,
2019,9,1260,,,,,,549144.3,,,18522.53,618755.21,,,39882.09,,561022.64,1138.23,50645.9
2019,6,1260,,,,,,454376.94,,,7108.72,632270.46,,,39389.95,,426688.59,2245.34,
2019,4,1260,,,,,,373927.46,,,19551.04,575433.9,,,39051.21,,400785.6,8922.35,
2019,7,1279,,,,,,2686274.13,,,9495.05,337669.72,,,430244.3,,1700760.27,1883.19,129113.88
2019,11,1279,,,,,,2470720.73,,,12932.6,376146.37,26.0,,386180.32,,1983711.49,2822.4,131641.33
2019,8,1279,,,,,,2193762.8,,,12439.72,334769.75,,,243613.3,,2152036.28,2173.22,181710.64
2019,5,1279,,,,,,2559964.22,,,9221.48,305890.45,,,440195.07,,1817268.72,13154.78,92945.69
2019,9,1279,,,,,,2387513.83,,,10276.28,354745.12,26.0,,538722.95,,2096942.9,917.61,224077.61
2019,12,1279,,,,,,2335174.89,,,13387.21,353280.93,26.0,,387415.59,,1831879.68,1250.0,109545.18
2019,4,1279,,,,,,2277251.78,,,12816.87,383051.62,,,363138.87,,1731191.8,2410.03,131805.86
2019,10,1279,,,,,,1632172.07,,,10461.14,351092.32,39.0,,404344.62,,2289654.34,1172.25,116829.01
2019,6,1279,,,,,,2086514.11,,,12266.37,341744.46,,,457346.09,,1876598.12,3328.76,99197.18
2019,1,1279,,,,,1680.0,3351643.32,,,336.0,577025.69,1008.0,,34517.73,,1877697.13,900.61,5193.44
2019,3,1279,,,,,,2459331.02,,,142.89,342604.07,,,198854.3,,1822173.35,22594.1,52175.43
2019,2,1279,,,,,,2268512.99,,,,334497.79,,,625784.19,,1815267.0,2401.56,1011297.78
2019,7,1287,,,,,,241493443.83,,,,,,,6287081.16,,,,
2019,9,1287,,,,,,601788684.5,,,,,,,13245684.8,,,,
2019,11,1287,,,,,,745264235.11,,,,,,,11267292.02,,,,
2019,8,1287,,,,,,707721250.65,,,,,,,14151542.85,,,,
2019,12,1287,,,,,,725170471.6,,,,,,,11685053.06,,,,
2019,10,1287,,,,,,585251228.2,,,,,,,14084408.04,,,,
2019,6,1317,,,,,1511.6,512205019.08,,,23369.24,5063.32,7778.19,,20351713.63,23203811.18,3711666.21,,
2019,5,1317,,,,,,238371952.79,,,,,,,17976988.05,919.81,3005818.91,200.0,40305.1
2019,7,1317,,,,,1515.55,285554205.12,,,24177.02,5238.33,8058.98,,7856529.92,22919670.19,7422551.97,,193764.45
2019,7,1333,,,,,,227146.29,,,1647.0,3338173.14,548.96,,429040.06,,149221.17,342509.85,58383.62
2019,12,1333,,,,,,323670.63,,,1960.71,3132252.06,653.55,,236178.57,,188731.41,306138.62,61799.59
2019,6,1333,,,,,,218382.78,,,3005.97,3279805.11,546.72,,155984.35,,178492.35,486458.24,21534.87
2019,8,1333,,,,1462.39,,236260.85,,,2074.43,3890043.66,2990.66,,165467.76,,172664.87,257534.42,25793.83
2019,10,1333,,570.97,,,,474388.12,,,1808.64,3422949.93,602.86,,275639.72,,225169.78,278805.25,38389.61
2019,5,1333,,,,,,13413.39,,,3468.3,1918742.53,588.34,,139819.53,,105325.41,258557.97,19015.04
2019,11,1333,,,,,,274303.15,,,1815.54,3564577.18,605.15,,248021.28,,205321.62,580332.96,32536.98
2019,9,1333,,,,,,315908.9,,,1662.32,3147972.09,554.08,,253286.13,,157764.22,617061.0,35491.57
2019,2,2011,16250978.46,,447987.49,,123169368.36,674382856.65,203828238.15,2398.21,156090145.59,31208607.27,70638543.49,484181.07,715142629.69,5040917.33,181514858.71,358124645.42,3106598.25
2019,7,2011,16833261.17,,3139238.27,,467920480.35,787837842.85,205174642.92,710.88,476422854.08,83248973.68,377822471.62,868935.56,743702453.57,9886450.83,160948734.7,471985593.45,6088626.73
2019,1,2011,19429208.77,,237788.61,,1070308686.87,1010644000.31,282308707.31,64509.41,245297401.26,43990512.69,1074662364.65,1087177.31,700608567.42,3227278.92,163522583.57,718836873.17,1853198.78
2019,10,2011,18572856.65,,288486.44,,83747037.17,825203012.76,156932714.84,44714.31,400446472.97,66839189.59,59128785.78,576144.63,792819405.5,5692691.74,163702933.12,497679688.15,7768237.58
2019,8,2011,15270639.67,,776179.28,,707211254.87,643958224.45,212786178.4,159525.6,440950915.03,75876256.4,605005129.39,520545.3,767800133.55,7974196.97,176758413.76,368887962.43,8189683.11
2019,6,2011,16584669.51,,1280320.69,,201582267.75,970715037.02,189444024.5,10334.12,391682256.02,70851638.22,172131175.03,278602.79,778455175.81,26350874.44,171839110.6,414073454.61,6265659.37
2019,12,2011,20020123.41,,2234659.19,,101215402.42,1119732091.38,231121159.17,7895.54,366547150.38,66759689.31,58647746.78,629157.45,1498121656.25,5289064.91,180146579.27,472622111.03,34357597.2
2019,4,2011,18087395.09,,638987.04,,216010157.83,638046297.83,386818209.54,7804.52,222027924.48,70233940.32,155812848.13,1033198.71,700154010.05,88274494.89,178851294.86,392700456.97,2661664.16
2019,3,2011,11596023.44,,839897.86,,158192871.19,613554090.86,161734984.57,4795.42,171817084.18,32646362.74,101755077.11,880207.99,704004939.99,5503827.3,171339562.15,354704764.85,2942322.31
2019,9,2011,18813908.25,,3192804.24,,490419405.23,793889114.89,217196302.95,1793944.93,414463893.78,71612669.07,402241229.08,719471.95,772007067.0,7128283.27,167558965.18,610791025.71,5730200.54
2019,11,2011,18788187.42,,189423.55,,369331282.67,822856718.72,198222044.02,1326.16,438498540.95,80380175.94,225631828.08,374791.54,850291351.21,6119477.53,187339519.93,364103219.29,16111392.36
2019,5,2011,16332561.71,,250249.47,,236553923.42,993489033.95,168075305.33,15685.98,390884631.42,71346428.46,188389623.81,340387.39,773659985.18,35197978.56,188568067.56,788329725.4,4810619.99
2019,7,2038,8222976.95,,2843428.6,,3453494368.48,933325785.23,366788220.18,69603.95,3016624611.38,635800309.37,1411848450.97,170888112.43,1185879352.38,4330054.37,589291244.18,634758865.0,6950509636.43
2019,11,2038,8400458.49,,3977726.05,,869494969.89,1114859396.85,424697568.51,3942666.35,3090997071.68,661450088.31,449436845.63,209992957.95,1219570693.2,1504492.53,710320633.25,521461153.45,1558622518.32
2019,12,2038,4491685.31,,3020414.22,,220214424.0,1264198570.47,522003446.33,375275.23,2582598715.38,569019735.22,235088969.51,184962743.73,2183570933.3,1406394.53,652628632.31,488247278.74,1697140027.93
2019,3,2038,4583906.1,,3116660.97,,734978107.41,1053909811.12,313363670.81,224194.24,2971555166.29,628737573.93,370961895.37,184695142.98,1210750357.17,2057169.05,617022442.25,419339797.09,1227976659.92
2019,9,2038,4533291.8,,5584721.84,,274054164.61,1170525712.63,407832939.81,3892784.34,3209511851.44,683546000.8,149145765.1,185837659.49,1188896502.2,2213185.1,638065949.86,512443167.82,1582050014.85
2019,5,2038,2361271.39,,1162715.62,,484620410.76,931991381.7,355870960.23,67453.13,3223347336.22,688844230.96,229387826.21,196366741.72,1224117036.75,3099165.52,707693301.43,477075319.74,1662759173.14
2019,6,2038,1653572.39,,962954.43,,756609669.12,1484572150.55,400546470.65,69108.42,3006259777.68,642090081.44,437098106.34,196567477.53,1192433300.77,2459546.16,670949102.09,520270988.6,2159042664.33
2019,2,2038,4380741.18,,1393949.81,,713822609.07,854868533.64,352193707.8,396434.1,2953888876.16,650244811.0,419599522.63,196899944.44,1237632916.2,2132009.98,738638710.46,469382838.97,1364440191.16
2019,4,2038,7827835.19,,5579401.15,,871943706.52,1072194730.62,350209012.31,85646.23,2900175124.57,625505125.75,412234759.37,172289723.68,1188941141.84,14799163.6,567901636.97,454945627.07,7925562477.56
2019,1,2038,9405682.52,,2918421.61,,187664166.28,2482591651.83,306068516.01,32571.57,3018895403.59,636522815.39,143411841.82,227124865.59,1240938656.44,3568872.64,744809740.88,452443776.87,6833494049.8
2019,8,2038,4710875.24,,4457296.53,,2067064501.53,1340479698.41,370941517.08,110685.83,3273773822.4,681257909.57,924872063.04,196986008.22,1235254211.34,3828954.86,701888202.32,524525305.14,1560938106.81
2019,10,2038,6202938.46,,2646672.64,,380575778.1,979045608.77,358882653.58,122087.84,3074838711.43,660435390.83,223073039.61,205203858.8,1224933967.0,1520905.0,668901671.47,586157232.42,6870199786.01
2019,2,2046,111574114.63,20149.02,326652730.69,,4601608064.08,1506861306.89,1041312169.57,107684.77,2195093521.07,469479930.38,1869334810.36,33033513.15,1813200972.42,,355257323.45,17296753.97,8517747.58
2019,9,2046,111244174.76,68564.14,169113510.05,,1106309882.34,1338734765.0,1054969482.83,25344430.42,1442218421.28,298336888.34,617034361.24,15461072.18,1562181445.03,,312043876.16,60696719.58,13871163.81
2019,12,2046,93532610.37,85142.74,208856130.31,,804158779.35,3622543678.27,1184413077.74,1772256.63,1503350272.41,311779767.09,441216420.7,50088244.38,3119373469.05,,327150881.56,36378009.4,19112182.13
2019,1,2046,123934876.04,30536.77,352145054.93,,1317181403.29,2848042983.47,910156752.35,178884.94,2119934006.53,442218292.48,1088465846.48,45668176.44,1773690756.9,,385340199.48,62882911.65,8846278.81
2019,4,2046,118080030.5,25528.83,298344817.12,,999849943.25,1764733341.03,1002403546.51,130772.17,1898562608.38,401751422.82,543716883.19,27248681.72,1680058655.4,,326055084.95,9887325.55,57714116.01
2019,6,2046,88654674.98,15493.26,219993735.86,,838874084.31,2423072855.53,1062427822.64,51588.24,1704945762.74,351261876.92,427066023.15,30187747.57,1652289234.0,,652896964.97,272660899.58,20461419.0
2019,7,2046,108271414.61,19913.44,229874308.58,,1451999803.77,1750968240.45,1023598777.4,70407.9,2039890419.76,392668109.31,850937717.33,36497593.18,1568873061.45,,318900862.94,79676881.75,11837620.47
2019,10,2046,125850620.77,35735.78,252293601.07,,1401416214.77,1496277040.36,984166314.86,3815927.29,1632115384.96,326720292.77,746609615.18,27055772.59,1531790749.79,,340524104.92,93478867.39,18794889.92
2019,8,2046,111293349.69,15573.41,179623982.41,,2142253159.18,1255602117.49,1076885865.14,3928022.33,1839200360.59,370432385.51,1075871326.33,17936096.13,1607583472.28,,333281638.72,20393736.72,14344062.16
2019,11,2046,112039458.5,361344.38,187668256.6,,902661573.33,1634543721.85,1085678466.72,1598563.14,1404524098.06,307331676.46,500381967.68,42504966.63,1663405285.18,,330503679.99,11135130.84,18688225.89
2019,5,2046,99350617.37,20725.41,271540106.01,,482301137.53,1514989031.95,977223191.93,62092.09,1682531209.08,357017636.1,260029440.05,36303179.34,1700649364.81,,333926165.63,14259000.97,17507603.14
