codigo_nj,imposto_importacao,imposto_exportacao,ipi,irpf,irpj,irrf,iof,itr,cofins,pis_pasep,csll,cide_combustiveis,contribuicao_previdenciaria,cpsss,pagamento_unificado,outras_receitas_rfb,demais_receitas,data
2348,0.0,0.0,0.0,0.0,248.16,44.1,0.0,0.0,155.1,33.61,148.9,0.0,328.35,0.0,0.0,0.0,0.0,2022-04-01
2348,0.0,0.0,0.0,0.0,630.68,44.1,0.0,0.0,149.46,22.3,396.36,0.0,1904.66,0.0,0.0,1550.0,0.0,2022-07-01
2348,0.0,0.0,0.0,0.0,1177.1,1190.35,0.0,0.0,2492.39,426.56,1014.98,0.0,8214.27,0.0,93.0,3985.49,0.0,2022-11-01
2348,0.0,0.0,0.0,0.0,2029.42,2827.27,0.0,0.0,8019.72,1744.25,1729.21,0.0,5568.38,0.0,93.0,4809.0,0.0,2022-12-01
2348,3185.28,0.0,914.21,0.0,6478.61,1242.85,0.0,0.0,4760.65,1043.09,4285.45,0.0,6360.64,0.0,255.75,3830.1,0.0,2022-10-01
3069,83423.51,0.0,43302.24,0.0,68262.74,462522085.65,5171696.6,2512441.24,14110052.57,6658154.14,3399515.58,168305.57,247496774.7,0.0,39459705.7,1159418.13,1616654.65,2022-09-01
3069,26248.09,0.0,8763.46,0.0,58283.11,501440905.35,5528106.9,2668.36,12441340.02,6975293.68,101664.03,187461.54,427240466.06,0.0,42396179.17,1814434.2,3081828.28,2022-12-01
3069,16169.32,0.0,13987.0,0.0,68322.66,488568058.53,5193236.33,3067.31,12766804.39,6600494.73,2753293.48,205811.73,326827845.47,0.0,39604432.45,547100.25,1670631.04,2022-08-01
3069,42799.21,0.0,20357.13,0.0,45852.09,485007643.6,5805243.88,2664.66,28905225.41,8849603.05,3103652.06,149130.44,242968132.62,0.0,37632428.6,540189.0,1367497.67,2022-11-01
3069,6596.2,0.0,9675.32,0.0,95830.04,545328907.49,3985932.44,2636.97,15253238.9,7307772.97,3058966.87,323594.9,237630441.56,0.0,38573743.08,503254.14,2957924.2,2022-06-01
3069,75533.2,0.0,25321.13,0.0,2372260.57,457179253.19,4443044.03,2427.39,15596125.45,6625328.35,3490963.4,210091.18,226880348.52,0.0,38922101.38,456707.75,1773585.99,2022-04-01
3069,51305.79,0.0,27235.08,0.0,1916926.77,499049258.55,5628261.01,3680.74,13502219.16,12493121.9,3774327.11,250845.48,244095730.77,0.0,38067053.13,2956646.97,1447507.41,2022-10-01
3069,57932.33,0.0,34979.18,0.0,82094.29,427550818.34,4115759.19,1871.72,14110071.71,6745971.69,1815738.8,514515.3,237202163.79,1302.62,36262388.95,579844.58,1500115.02,2022-03-01
3069,57430.42,0.0,52600.36,0.0,95771.62,435582081.22,5144844.69,1946.24,12711373.56,6321437.76,2376190.79,231845.02,237550839.8,0.0,31263800.52,21768319.39,2142004.69,2022-02-01
3069,40367.43,0.0,21367.46,0.0,88883.19,460138046.01,4009743.4,2456.96,14915783.45,6731104.82,2448571.35,1119476.15,241673644.23,0.0,36031227.49,431568.16,2682782.82,2022-05-01
3069,102527.84,0.0,19779.45,0.0,1601520.48,468684807.67,5090900.29,2408.24,13461684.34,6280646.19,3402769.76,290715.62,238100400.05,0.0,40026020.62,552611.31,1538649.84,2022-07-01
3069,26504.79,0.0,26367.4,0.0,7336346.87,678392920.08,5140842.12,61758.91,16532818.19,8853249.4,1992592.73,213645.86,233645775.69,0.0,44587378.43,604263.78,950146.77,2022-01-01
3077,0.0,0.0,0.0,0.0,0.0,88915395.75,0.0,0.0,663901.74,4042608.6,262150.45,2069312.26,119991078.64,0.0,12062813.69,57644.26,628501.69,2022-05-01
3077,5983.89,0.0,3021.95,0.0,0.0,83230055.4,0.0,0.0,694720.74,4486976.97,40344.82,1188330.41,115976486.6,0.0,10972128.25,134656.78,145858.11,2022-03-01
3077,15297.69,0.0,6361.97,0.0,0.0,101520178.36,0.0,0.0,1003432.13,3773623.66,81533.01,1010547.38,130096404.61,0.0,16112931.85,112005.68,924609.0,2022-10-01
3077,0.0,0.0,0.0,0.0,0.0,73089874.17,0.0,0.0,498043.28,4577975.01,19802.38,580645.89,119757105.01,0.0,10243699.03,467647.14,163612.59,2022-02-01
3077,3419.01,0.0,1018.91,0.0,0.0,92034859.27,0.0,0.0,879690.94,3968610.16,20702.28,2249313.03,125449209.0,0.0,15289069.72,27368.65,1649803.83,2022-06-01
3077,50500.57,0.0,51809.84,0.0,0.0,167589649.92,0.0,0.0,826162.99,7163144.76,100531.38,5675871.15,122999675.33,0.0,16403785.06,242615.58,559379.27,2022-01-01
3077,2906.61,0.0,3092.22,0.0,0.0,102103266.42,0.0,0.0,807318.39,4301432.02,65835.25,1862814.52,127876325.93,0.0,13959500.67,27584.99,2318145.42,2022-07-01
3077,0.0,0.0,0.0,0.0,0.0,98492332.03,0.0,0.0,913467.77,4038430.33,77417.54,465409.33,137150397.96,0.0,13674889.84,130611.36,634638.52,2022-08-01
3077,9456.98,0.0,8408.44,0.0,0.0,113174734.38,0.0,0.0,1257735.53,4748314.61,94683.45,2618224.52,228693159.26,0.0,18117361.38,75403.19,221227.84,2022-12-01
3077,9002.01,0.0,2904.76,0.0,0.0,99502440.24,0.0,0.0,908912.69,4191444.36,70997.31,678796.47,132653828.26,0.0,16416421.0,39125.75,734137.1,2022-09-01
3077,182442.38,0.0,137795.49,0.0,0.0,85664958.17,0.0,0.0,1006617.98,4229792.07,57720.8,2300695.18,118296387.48,0.0,13190981.04,21911.27,818279.34,2022-04-01
3077,3681.7,0.0,4866.75,0.0,0.0,104668797.15,0.0,0.0,1002558.04,3868893.73,87927.22,1732123.57,132229348.72,0.0,15226657.27,69926.27,148936.05,2022-11-01
3085,114972.07,16.4,83063.82,75.43,11940.97,33782137.75,2952.37,745.44,192561.37,12674508.8,29136.48,7518.24,605373052.17,0.0,64768372.83,253328.17,970626.53,2022-02-01
3085,47367.87,0.0,11367.76,0.0,6465.1,36591980.69,3541.65,2561.96,171967.75,13073181.64,22721.43,6593.4,644108936.91,0.0,70813806.53,1642424.2,1030353.65,2022-08-01
3085,0.0,0.0,0.0,68.48,64503.89,60911861.66,16431.08,172.59,112875.73,20221037.58,43873.46,9904.27,580981025.02,0.0,65811478.85,192612.5,1001499.76,2022-01-01
3085,0.0,0.0,0.0,0.0,3260.96,34273410.73,2634.72,541.51,115990.91,12726250.7,21913.95,5632.25,620730196.75,0.0,68866458.74,392194.01,997069.78,2022-05-01
3085,0.0,20.76,0.0,537.88,76312.92,37545111.98,264.72,798.88,121135.5,12813327.89,58103.37,20494.58,631189890.24,0.0,70798080.49,674060.23,1144013.64,2022-07-01
3085,10.09,0.0,116.32,130.82,5972.88,32893735.88,2657.62,466.24,125220.53,12241749.75,18644.26,18543.52,594837150.6,189.97,68462465.47,312748.94,1073297.58,2022-03-01
3085,0.0,0.0,163.92,0.0,71817.96,37520201.14,4822.37,495.88,121507.44,12280386.57,54266.88,4773.0,600578058.59,0.0,69393176.05,311891.11,1071633.57,2022-04-01
3085,21.1,0.0,85.68,639.78,141.51,35951376.99,1820.37,41681.68,155751.81,12737116.25,39853.3,9697.68,631322611.57,0.0,71298488.41,1730453.37,1135966.68,2022-09-01
3085,20.0,0.0,0.0,0.0,21025.67,45049733.24,12453.01,508.35,119404.7,15563492.95,18014.66,21461.12,1050038766.92,0.0,71422264.49,977374.99,1224098.36,2022-12-01
3085,0.0,29.52,0.0,2758.12,9109.37,38998430.1,8135.22,547.03,145866.98,13341780.28,28407.61,11700.61,656487716.32,0.0,70182310.17,1261656.51,1551895.6,2022-11-01
3085,0.0,0.0,0.0,533.51,16084.53,38797775.99,17.66,479.14,126071.0,13097618.83,23208.03,5408.86,643812578.79,0.0,71291067.02,446200.68,3539080.23,2022-06-01
3085,20.33,0.0,0.0,1508.92,98850.05,36193464.27,5070.0,666.3,138541.82,12953878.66,62027.21,5447.8,644486146.62,18.18,69560445.97,1200155.16,1306239.18,2022-10-01
3115,0.0,0.0,0.0,0.0,133.65,3856.8,0.0,0.0,2966.03,1350.22,76.14,3181.29,29749.72,0.0,1303.19,900.0,0.0,2022-07-01
3115,0.0,0.0,0.0,0.0,713.49,19107.48,0.0,0.0,400.52,882.36,441.59,0.0,22637.05,0.0,639.28,250.0,0.0,2022-01-01
3115,0.0,0.0,0.0,0.0,208.45,5569.17,0.0,0.0,536.73,236.23,151.6,0.0,19563.89,0.0,867.87,965.51,9.09,2022-08-01
3115,0.0,0.0,0.0,0.0,0.0,5916.04,0.0,0.0,411.63,1242.25,797.76,0.0,24028.97,0.0,2639.53,501.65,49.65,2022-11-01
3115,0.0,0.0,0.0,0.0,271.34,1528.72,0.0,0.0,336.76,712.94,162.8,0.0,22982.67,0.0,1512.22,1042.06,0.0,2022-05-01
3115,0.0,0.0,0.0,0.0,314.4,6754.42,0.0,0.0,415.41,162.0,188.64,0.0,25940.11,0.0,2525.19,1352.36,0.0,2022-10-01
3130,0.0,0.0,0.0,0.0,185828.27,40246565.76,582.23,7640.73,2604701.24,1895291.07,84355.39,1523.5,61842206.15,5832.0,3314365.53,1583018.09,374637.95,2022-02-01
3130,0.0,0.0,0.0,0.0,45418.79,37636514.46,589.9,7620.81,3286057.67,1991633.26,38400.49,1223.0,65826169.36,13422.82,4068366.78,1609337.8,1146192.36,2022-06-01
3130,8803.54,0.0,5681.42,0.0,61406.18,36650748.92,5849.55,2624.19,3339008.97,2041687.78,45793.44,58.58,68842625.24,18314.96,3992861.1,1086224.99,631958.79,2022-11-01
3130,0.0,0.0,0.0,0.0,258780.8,58323476.81,9389.86,11984.0,2799000.37,2797009.87,114770.69,1226.21,61059701.2,13008.65,4190804.7,977818.03,346911.7,2022-01-01
3130,18141.6,0.0,12159.19,0.0,402170.8,34018470.0,24764.21,9940.29,3101621.99,1852055.7,169929.42,1809.37,60694410.51,10838.73,3546275.49,1268219.16,486792.9,2022-04-01
3130,20142.04,0.0,13499.96,0.0,193185.2,34717326.45,585.25,7394.03,2673470.49,1858252.57,83234.77,1225.9,61544672.26,12164.13,3316066.82,1575896.21,2653624.03,2022-03-01
3130,0.0,0.0,0.0,0.0,68808.73,49589657.94,13352.42,2476.42,3416025.75,2326666.86,44359.87,15102.9,124070201.61,12526.23,4217691.71,882962.11,628962.41,2022-12-01
3130,10773.01,0.0,5817.51,0.0,446374.45,34801169.04,469.38,7025.23,3050813.96,1924834.83,195607.66,3847.26,64812357.17,12118.2,3711949.56,1724183.43,618957.73,2022-07-01
3130,16438.44,0.0,10608.67,0.0,76100.09,37517379.75,457.79,10797.29,3409060.4,2077502.81,57529.61,6851.2,66702818.46,12118.2,3816866.07,1066818.33,1066211.51,2022-08-01
3130,9276.94,0.0,5388.72,0.0,20846.34,33969268.95,9159.6,9538.73,2920106.33,1926182.17,22209.2,2210.04,63826635.94,11430.33,3669661.53,1232626.69,645360.08,2022-05-01
3130,0.0,0.0,0.0,0.0,56531.5,36603741.1,77301.14,68335.43,3404595.5,1966344.27,44506.42,3805.67,66428868.99,9468.72,3705545.35,1697708.41,553182.17,2022-09-01
3130,0.0,0.0,0.0,0.0,1065437.31,37083080.9,3490.64,17870.11,3644451.46,2022103.65,426753.1,9477.02,67442819.46,12118.2,4235432.52,908491.08,772294.06,2022-10-01
3131,0.0,0.0,0.0,0.0,185828.27,40246565.76,582.23,7640.73,2604701.24,1895291.07,84355.39,1523.5,61842206.15,5832.0,3314365.53,1583018.09,374637.95,2022-02-01
3131,10773.01,0.0,5817.51,0.0,446374.45,34801169.04,469.38,7025.23,3050813.96,1924834.83,195607.66,3847.26,64812357.17,12118.2,3711949.56,1724183.43,618957.73,2022-07-01
3131,9276.94,0.0,5388.72,0.0,20846.34,33969268.95,9159.6,9538.73,2920106.33,1926182.17,22209.2,2210.04,63826635.94,11430.33,3669661.53,1232626.69,645360.08,2022-05-01
3131,16438.44,0.0,10608.67,0.0,76100.09,37517379.75,457.79,10797.29,3409060.4,2077502.81,57529.61,6851.2,66702818.46,12118.2,3816866.07,1066818.33,1066211.51,2022-08-01
3131,0.0,0.0,0.0,0.0,68808.73,49589657.94,13352.42,2476.42,3416025.75,2326666.86,44359.87,15102.9,124070201.61,12526.23,4217691.71,882962.11,628962.41,2022-12-01
3131,0.0,0.0,0.0,0.0,258780.8,58323476.81,9389.86,11984.0,2799000.37,2797009.87,114770.69,1226.21,61059701.2,13008.65,4190804.7,977818.03,346911.7,2022-01-01
3131,8803.54,0.0,5681.42,0.0,61406.18,36650748.92,5849.55,2624.19,3339008.97,2041687.78,45793.44,58.58,68842625.24,18314.96,3992861.1,1086224.99,631958.79,2022-11-01
3131,18141.6,0.0,12159.19,0.0,402170.8,34018470.0,24764.21,9940.29,3101621.99,1852055.7,169929.42,1809.37,60694410.51,10838.73,3546275.49,1268219.16,486792.9,2022-04-01
3131,0.0,0.0,0.0,0.0,1065437.31,37083080.9,3490.64,17870.11,3644451.46,2022103.65,426753.1,9477.02,67442819.46,12118.2,4235432.52,908491.08,772294.06,2022-10-01
3131,20142.04,0.0,13499.96,0.0,193185.2,34717326.45,585.25,7394.03,2673470.49,1858252.57,83234.77,1225.9,61544672.26,12164.13,3316066.82,1575896.21,2653624.03,2022-03-01
3131,0.0,0.0,0.0,0.0,56531.5,36603741.1,77301.14,68335.43,3404595.5,1966344.27,44506.42,3805.67,66428868.99,9468.72,3705545.35,1697708.41,553182.17,2022-09-01
3131,0.0,0.0,0.0,0.0,45418.79,37636514.46,589.9,7620.81,3286057.67,1991633.26,38400.49,1223.0,65826169.36,13422.82,4068366.78,1609337.8,1146192.36,2022-06-01
3204,0.0,0.0,0.0,0.0,1572.62,444813.73,0.0,0.0,23403.58,42038.64,943.57,2310.15,949525.59,0.0,7213.62,2040.4,0.0,2022-07-01
3204,0.0,0.0,0.0,0.0,1673.74,420491.51,0.0,0.0,5615.38,27518.63,1004.25,547.91,701340.74,0.0,11632.56,678.63,0.0,2022-10-01
3204,0.0,0.0,0.0,0.0,3349.25,674978.52,0.0,0.0,190344.39,59284.0,2009.63,210497.01,633935.62,0.0,13204.19,660.04,0.0,2022-05-01
3220,1605.64,0.0,0.0,355.26,1483.58,37692600.69,0.0,2232.81,771361.89,1760185.76,1457.53,0.0,62637122.84,0.0,1537673.88,625559.89,239167.78,2022-02-01
3220,0.0,0.0,5775.24,0.0,5187.81,44937704.71,0.0,11866.06,528528.59,1970087.6,2440.69,0.0,116406675.32,0.0,1938106.88,638574.6,368533.5,2022-12-01
3220,255.64,0.0,201.1,0.0,38883.82,42646644.47,50.0,14695.16,949180.07,1808272.29,713738.07,6023.08,64484227.72,0.0,1974822.65,1025069.73,246602.91,2022-07-01
3220,0.0,0.0,0.0,0.0,1429.98,41151232.95,108.25,124702.59,431311.11,1725295.75,2513.42,0.0,66594458.57,0.0,1896567.89,817071.29,304677.53,2022-09-01
3220,0.0,0.0,9466.69,0.0,35687.06,50171831.04,0.0,4167.07,577859.62,2486984.03,17340.37,10342.13,58611312.02,0.0,1950182.96,644788.58,170275.52,2022-01-01
3220,0.0,0.0,0.0,0.0,546.82,40288389.28,3087.05,2372.5,699936.3,1733169.55,3670.78,0.0,64648833.21,0.0,1829302.63,892390.13,1353608.12,2022-06-01
3220,1591.5,0.0,612.28,0.0,37787.97,37388089.09,0.0,65368.66,466093.97,1619086.22,20571.42,64561.67,60738270.41,0.0,1902982.99,673663.62,169275.07,2022-04-01
3220,0.0,0.0,0.0,0.0,927.36,44661274.55,0.0,18217.98,619570.68,1756624.78,2578.03,0.0,74330691.01,0.0,2203039.1,810611.18,311879.11,2022-08-01
3220,0.0,0.0,0.0,0.0,564.65,37395096.15,0.0,5350.59,491600.87,1613522.58,2939.74,0.0,63992916.36,0.0,1807267.99,986381.59,331050.78,2022-05-01
3220,23656.99,0.0,2642.3,0.0,1774.63,39630693.73,0.0,9364.11,716793.89,1729366.65,2263.12,0.0,66201348.4,0.0,2720127.64,709641.61,340366.82,2022-11-01
3220,0.0,0.0,0.0,0.0,40173.69,40241354.58,0.0,21471.33,469646.99,1674538.53,19296.48,0.0,66980593.36,0.0,1820358.65,653075.04,646088.99,2022-10-01
3220,0.0,0.0,0.0,0.0,1398.89,35995469.49,1152.01,2340.13,601922.97,1606513.11,1178.93,34116.15,59414782.02,611.87,1364712.03,593121.61,244734.67,2022-03-01
3247,0.0,0.0,0.0,0.0,2136.72,260.99,0.0,0.0,6799.88,1124.7,1848.32,0.0,0.0,0.0,809.06,0.0,0.0,2022-02-01
3247,0.0,0.0,0.0,0.0,0.0,260.99,0.0,0.0,7069.75,1165.06,9178.57,0.0,0.0,0.0,809.06,250.0,0.0,2022-03-01
3255,0.0,0.0,0.0,0.0,0.0,1587317.52,0.0,0.0,1079.46,58989.5,198.76,0.0,1823057.99,0.0,136926.27,2212.48,5249.06,2022-01-01
3255,0.0,0.0,0.0,0.0,0.0,1225101.05,0.0,0.0,450.85,45222.96,150.22,0.0,1990998.28,0.0,363191.93,5653.18,2801.51,2022-06-01
3255,0.0,0.0,0.0,0.0,0.0,1247903.5,0.0,0.0,439.41,43141.79,146.42,0.0,1761076.25,0.0,157475.73,33322.57,1469.19,2022-03-01
3255,0.0,0.0,0.0,0.0,0.0,1105568.03,0.0,0.0,276.21,32754.36,92.03,0.0,1719104.21,0.0,340322.68,3139.98,769.77,2022-04-01
3255,0.0,0.0,0.0,0.0,35309.21,1461394.95,0.0,0.0,181.78,38504.31,14681.74,0.0,2985159.25,0.0,112678.48,148590.89,31826.27,2022-12-01
3255,0.0,0.0,0.0,0.0,0.0,1370304.13,0.0,0.0,283.43,36645.2,94.44,0.0,1960892.39,0.0,643002.66,6037.76,1470.21,2022-07-01
3255,0.0,0.0,0.0,0.0,0.0,1689749.9,0.0,0.0,291.58,46758.54,97.17,0.0,2376066.42,0.0,557398.0,2333.2,2211.95,2022-10-01
3255,0.0,0.0,0.0,0.0,0.0,1046101.72,0.0,0.0,436.3,38280.51,145.37,0.0,1978710.61,0.0,127017.75,239811.49,9572.03,2022-02-01
3255,0.0,0.0,0.0,0.0,0.0,1135011.92,0.0,0.0,614.92,35528.49,204.9,0.0,2042040.5,0.0,220829.46,3303.3,2205.81,2022-05-01
3255,0.0,0.0,0.0,0.0,0.0,1342341.82,0.0,0.0,288.92,41525.78,96.27,0.0,2044536.83,0.0,538288.9,2771.49,788.64,2022-09-01
3255,0.0,0.0,0.0,0.0,0.0,1278695.22,0.0,0.0,285.98,34616.02,113.71,0.0,1980262.1,0.0,579937.97,1852.73,1482.2,2022-08-01
3263,0.0,0.0,0.0,0.0,0.0,462187.97,0.0,0.0,472.18,31925.03,209.36,0.0,1264853.26,0.0,65340.98,77144.65,64648.56,2022-05-01
3263,0.0,0.0,0.0,0.0,0.0,491207.02,0.0,0.0,137.51,32946.64,3145.72,0.0,1420347.18,0.0,190768.95,16075.97,53306.38,2022-09-01
3263,0.0,0.0,0.0,0.0,0.0,408324.34,0.0,0.0,167.16,30198.78,196.65,0.0,1312648.36,0.0,27822.87,72053.58,330709.53,2022-03-01
3263,0.0,0.0,0.0,0.0,0.0,419973.54,0.0,0.0,372.23,26730.38,219.62,0.0,1351680.53,0.0,77590.87,19346.35,170972.05,2022-07-01
3263,0.0,0.0,0.0,0.0,0.0,431390.96,0.0,0.0,141.39,37573.03,151.76,0.0,1833184.6,0.0,35943.01,16824.56,318444.28,2022-12-01
3263,0.0,0.0,0.0,0.0,0.0,384956.05,0.0,0.0,138.86,26566.65,1118.06,0.0,1194218.53,0.0,84364.89,24691.8,53809.58,2022-10-01
3263,0.0,0.0,0.0,0.0,0.0,511319.71,0.0,0.0,15671.48,32131.53,5419.43,0.0,1369602.26,0.0,129484.79,17453.66,197552.91,2022-08-01
3263,0.0,0.0,0.0,0.0,0.0,408878.84,0.0,0.0,140.12,27302.63,151.34,0.0,1314456.41,0.0,30431.62,28348.38,54596.72,2022-11-01
3263,0.0,0.0,0.0,0.0,0.0,345346.48,0.0,0.0,220.95,24118.8,127.82,0.0,991206.5,0.0,35517.0,30560.91,370335.85,2022-02-01
3263,0.0,0.0,0.0,0.0,0.0,352763.67,0.0,0.0,147.64,21747.69,144.82,0.0,1031605.83,0.0,34917.87,12253.67,139108.08,2022-04-01
3263,0.0,0.0,0.0,0.0,0.0,449811.35,0.0,0.0,86.43,31498.01,124.41,0.0,1358142.27,0.0,40614.85,51979.99,72128.54,2022-06-01
3263,0.0,0.0,0.0,0.0,0.0,455048.03,0.0,0.0,196.96,37016.03,202.77,0.0,1078044.1,0.0,36299.36,11771.12,47686.67,2022-01-01
3271,0.0,0.0,0.0,0.0,0.0,59344.43,0.0,0.0,710.53,3037.33,236.84,0.0,212696.71,0.0,2100.76,76790.3,48827.42,2022-06-01
3301,0.0,0.0,0.0,0.0,614.4,6076987.27,0.0,56.93,155609.33,97058.0,51702.16,0.0,4315655.47,0.0,968420.72,11726.22,4167.47,2022-10-01
3301,0.0,0.0,0.0,0.0,492.93,5822500.69,0.0,0.0,170408.26,92243.94,54313.76,0.0,4773973.4,0.0,792443.78,76461.06,14965.73,2022-04-01
3301,0.0,0.0,0.0,0.0,192.0,5727917.19,0.0,0.0,120420.01,92222.6,26438.54,0.0,4556166.56,31.96,781667.87,13555.7,2185.61,2022-05-01
3301,0.0,0.0,0.0,0.0,344.93,5862049.94,0.0,0.0,138875.99,102552.36,38163.08,0.0,4704281.15,0.0,840546.65,19587.49,3866.1,2022-08-01
3301,0.0,0.0,0.0,0.0,0.0,11560097.15,0.0,0.0,240347.95,125068.65,37126.19,0.0,3840856.61,0.0,827694.52,15134.2,2774.66,2022-01-01
3301,0.0,0.0,0.0,0.0,456.0,6725257.68,0.0,0.0,122986.38,111831.06,44214.81,0.0,7004649.76,0.0,853938.15,11241.33,3499.24,2022-12-01
3301,0.0,0.0,0.0,0.0,304.3,5757054.73,0.0,80.0,162766.23,99343.99,50872.57,0.0,4001067.75,0.0,906909.72,13418.9,2921.32,2022-09-01
3301,0.0,0.0,0.0,0.0,230.4,6055891.1,0.0,0.0,151126.82,89001.22,30787.0,0.0,3865565.72,0.0,819220.54,20641.27,2961.21,2022-07-01
3301,0.0,0.0,0.0,0.0,67.2,5188766.88,0.0,0.0,120900.98,92421.87,36660.06,0.0,4480688.57,0.0,797386.76,12597.3,481.19,2022-02-01
3301,0.0,0.0,0.0,0.0,230.4,6023753.45,0.0,0.0,130706.52,95150.23,47188.97,0.0,4391518.11,0.0,814959.81,11823.33,2949.0,2022-06-01
3301,0.0,0.0,0.0,0.0,698.09,5868389.16,0.0,0.0,195434.37,89705.8,37629.78,0.0,3926645.59,0.0,766672.78,7706.83,5400.98,2022-11-01
3301,0.0,0.0,0.0,0.0,405.53,5599916.55,0.0,0.0,163326.03,113117.37,20761.32,0.0,4062922.52,0.0,799542.52,7392.07,743778.53,2022-03-01
3999,503664.18,387.45,268936.97,3713.79,12952378.53,1174274823.92,10333715.34,3616338.6,54018486.09,35391101.5,4633174.38,1342776.14,1175915264.22,0.0,220992528.17,11417904.75,13463196.14,2022-08-01
3999,143923.57,766.17,264781.16,0.0,112947412.78,1485009540.26,15202585.85,366076.95,50794349.63,40696940.62,53381451.52,1161365.84,2059041963.67,181.66,192149815.51,9266712.65,19333930.67,2022-12-01
3999,156411.13,12.2,248383.71,57082.59,46530169.78,1680710221.31,9323982.55,199494.33,61252456.84,46580093.32,16434044.83,1593936.11,1058563431.99,7417.3,173217601.47,8832859.99,7314294.21,2022-01-01
3999,911552.05,22.26,202672.73,57913.52,3827329.63,1086217116.84,9458919.94,477352.68,50573747.43,32684896.16,3929546.76,1960873.32,1090213542.56,1241.67,164387705.19,8870885.91,12229878.09,2022-03-01
3999,284011.05,0.0,344581.19,61861.77,28104794.98,1175009153.89,13091050.97,353000.35,56712029.58,34660148.57,8444081.41,1515259.76,1181294631.82,0.0,193065923.98,8653290.43,15675012.89,2022-10-01
3999,400811.02,0.0,279313.99,121666.61,10637633.53,1219704721.71,11050262.39,2049201.54,55742771.8,33291871.46,6739503.14,787098.36,1140485927.86,0.0,174927990.35,9905811.93,20839962.66,2022-07-01
3999,771742.89,0.0,470219.03,116864.3,37690773.87,1163070589.16,11645347.76,5169067.53,57666968.98,33528295.03,12919257.51,1026327.84,1092561192.36,2480.6,176765767.54,6895844.87,9468989.2,2022-04-01
3999,271671.62,0.0,224398.78,1049.7,741938.26,1183498503.25,11986479.62,146161.3,54016535.34,39504174.36,1039324.89,811429.57,1119181279.47,17.59,196709433.36,11076320.16,19782441.69,2022-06-01
3999,501847.55,0.0,541797.16,62430.59,1707295.29,1198595704.04,11758519.67,764090.98,54114456.03,33907724.85,1381961.74,1230055.05,1206661295.32,1725.01,187727700.97,8346466.36,13258767.08,2022-11-01
3999,188661.89,0.0,121693.8,8900.2,9755552.83,1128292717.73,10478238.05,5340522.33,44445711.39,33054781.24,3030048.9,1119518.85,1108078941.31,4704.79,165411787.74,12890154.52,16905065.37,2022-05-01
3999,350837.23,0.0,447349.89,0.0,8339319.23,1106528675.37,10308040.76,243202.19,54421598.94,33198667.08,3908388.82,1726620.17,1105893932.54,3937.0,163147421.25,10599166.42,8246456.82,2022-02-01
3999,308565.79,2464.78,221733.26,212975.33,9139125.35,1134989704.86,9707326.45,1975131.55,61109643.09,34336383.12,4346852.29,1446583.6,1184527596.7,62.17,190885476.93,9023487.81,13837202.39,2022-09-01
4014,0.0,0.0,0.0,0.0,469161.16,8248.28,0.0,0.0,1685901.44,357288.54,418599.51,0.0,164076.93,0.0,52856.04,49581.4,52658.31,2022-06-01
4014,0.0,0.0,0.0,0.0,290309.34,11385.67,0.0,0.0,1539007.76,329453.41,209892.78,0.0,201007.9,0.0,73911.84,39662.2,21032.79,2022-11-01
4014,0.0,0.0,0.0,0.0,253521.95,10155.09,0.0,4573.95,1849069.1,398925.93,203488.92,0.0,285346.96,0.0,38063.13,42426.01,24776.44,2022-09-01
4014,0.0,0.0,0.0,0.0,1885805.66,8705.38,0.0,0.0,1895929.52,410202.52,1524057.07,0.0,151414.84,0.0,50851.03,38973.05,58077.28,2022-04-01
4014,0.0,0.0,0.0,0.0,1872429.54,10116.35,0.0,0.0,2040387.31,430146.33,1523361.6,0.0,185174.74,0.0,22183.48,57147.35,36022.76,2022-07-01
4014,0.0,0.0,0.0,0.0,241547.23,7595.63,0.0,0.0,1574043.89,337831.61,189353.02,0.0,162840.59,0.0,48770.82,40378.55,16652.07,2022-03-01
4014,0.0,0.0,0.0,0.0,432794.51,10900.8,0.0,0.0,1846516.85,399644.49,321180.16,0.0,214223.75,0.0,37394.4,54148.17,19532.24,2022-12-01
4014,0.0,0.0,0.0,0.0,425672.23,8882.66,0.0,25.64,1591846.2,339997.09,293379.02,0.0,161954.29,0.0,35519.57,52377.84,20734.77,2022-08-01
4014,0.0,0.0,0.0,0.0,2257197.37,9983.41,378.0,0.0,1930926.23,417441.63,1850015.53,0.0,150759.56,0.0,46749.93,36239.7,13301.92,2022-01-01
4014,0.0,0.0,0.0,0.0,291692.4,8182.11,0.0,0.0,1575517.15,342597.57,237139.71,0.0,151819.89,0.0,26465.67,34792.77,16233.39,2022-02-01
4014,0.0,0.0,0.0,0.0,1906078.2,10182.88,1062.0,2089.54,1732147.76,373472.5,1537904.65,0.0,196199.49,0.0,35225.25,42060.34,67766.78,2022-10-01
4014,0.0,0.0,0.0,0.0,351191.41,12517.21,0.0,0.0,1377496.63,296019.65,253739.86,0.0,168243.84,0.0,22781.33,34233.73,24205.56,2022-05-01
4090,0.0,0.0,0.0,0.0,7132.38,46.18,0.0,0.0,171.18,115.06,5282.66,0.0,3271.38,0.0,0.0,0.0,1406.66,2022-01-01
4090,0.0,0.0,0.0,0.0,22892.77,225775.37,0.0,0.0,346.8,21.84,33.6,0.0,0.0,0.0,216108.55,0.0,574.23,2022-10-01
