secao_sigla,imposto_importacao,imposto_exportacao,ipi,irpf,irpj,irrf,iof,itr,cofins,pis_pasep,csll,cide_combustiveis,contribuicao_previdenciaria,cpsss,pagamento_unificado,outras_receitas_rfb,demais_receitas,data
C,2382896144.09,31390.44,3396916641.87,52514.55,7639250673.58,2464261541.43,32906543.14,2957283.12,7077621600.25,1528226192.26,3300762769.5,353101766.55,7406469712.61,102190.98,923463927.45,349061179.35,3916509706.44,2022-11-01
C,2462207316.38,78508.7,3540002694.65,2423.0,11788927775.35,2701768976.2,17162392.21,3498501.09,7040253881.95,1514577228.78,5206959756.58,135497269.5,7055911437.09,202293.0,912215197.19,392266319.32,13225878605.68,2022-10-01
C,2225754261.74,1479954.7,3386325838.89,867.43,4501230506.62,3896945559.7,21548200.16,3742536.41,6654916914.77,1441630500.89,2135773026.91,139746959.27,12517175059.58,103938.74,921401232.49,365898008.56,3786269419.96,2022-12-01
C,2176863267.95,134802.3,3539833236.18,1489.84,4900055115.86,1948114486.97,16781425.31,1197224.69,7837846594.94,1697330762.75,2151353257.37,276545981.71,6743238114.66,17411.46,823843529.34,528514664.28,3770456685.45,2022-02-01
C,2466072752.65,20490.86,3623271200.14,810.78,7730951547.07,2255348649.62,20436093.55,1270330.79,8476568403.08,1836097122.18,3400533312.55,349197936.76,6844209688.37,3206.38,764371489.5,144153546.7,3832815140.44,2022-03-01
C,2661711999.54,17852.29,4288045131.37,26065.45,9373446285.98,4205951819.25,21852790.06,1799336.71,8745365974.48,1901715947.55,4458174475.61,396833119.86,7178557973.99,20556.89,1049308975.46,412033230.91,12430240004.7,2022-01-01
C,2452691209.0,36820.87,3535973228.54,57566.26,11968806317.2,2579654340.07,29126775.33,616407.81,7575259052.0,1630896338.11,5300378213.79,249215983.13,7076804406.63,35269.08,848886385.41,421632908.01,14174153920.97,2022-07-01
C,2151628420.06,38979.74,3306282207.92,522.7,10724121577.43,2978254727.63,30791603.08,1374649.44,8358581926.07,1786553526.77,4513876974.6,363754731.09,7425381526.96,3446.88,853010253.1,381022391.35,4289775458.02,2022-06-01
D,7266329.58,0.0,2822235.51,0.0,366404404.62,254846078.57,2641101.05,79680.05,911501292.16,193566350.8,267885605.52,9191043.7,509551111.41,0.0,84531042.86,10389609.19,3001551.38,2022-11-01
D,14999386.09,0.0,6597931.44,0.0,562556423.34,291576841.37,1935426.02,238665.65,974149006.99,161011777.88,357996398.36,11414774.0,494257511.08,0.0,135964665.34,9918142.46,29290704.8,2022-07-01
D,10732101.9,0.0,7785450.97,0.0,440124682.39,298124058.44,2956862.06,192541.86,736990622.88,165359727.11,219551289.06,3945971.65,470538328.4,0.0,143830922.29,8284533.09,1524089.06,2022-05-01
D,15122952.65,0.0,6997575.18,0.0,1089973952.67,220817313.93,5553664.9,50310.02,866266538.85,186262534.61,471426611.78,8106492.5,455298444.14,0.0,117610933.38,1604237.6,887614.42,2022-03-01
D,11267014.12,0.0,4540293.57,0.0,836762127.02,203055960.27,2530438.71,171022.19,975246412.53,213361553.97,415584971.78,7238285.01,456116272.61,0.0,145880298.15,436420.57,423642.27,2022-02-01
D,18951138.09,0.0,5945465.59,0.0,1161651226.8,248455599.02,3621780.99,753065.18,897922977.96,198841652.0,566481761.98,3462599.51,460235782.7,0.0,115719969.76,5346169.52,762116.75,2022-04-01
D,14831802.93,0.0,4665536.88,0.0,277644879.23,460870497.9,1955564.89,621992.36,809117666.39,169444875.05,194220312.52,8498722.73,835507648.63,0.0,98777503.65,8864606.91,2344988.87,2022-12-01
D,36280056.14,0.0,26377712.9,0.0,674145430.12,218453967.44,2708869.78,152174.64,737588686.63,175805731.69,383342547.46,16119322.27,522663281.31,0.0,138596189.94,10887266.07,73784386.85,2022-08-01
D,5858644.17,0.0,4688346.17,0.0,419751513.05,299477273.74,2132617.55,5429406.09,863430146.45,176287359.76,272730059.55,9556817.52,522296246.43,0.0,155173479.31,8846689.58,345244.53,2022-09-01
D,12421800.51,0.0,5390010.2,0.0,713041351.79,311668228.7,2306273.42,161929.24,866461335.59,185166005.96,447761967.93,8600652.93,498743585.37,0.0,108545257.71,10777242.52,41251714.13,2022-10-01
D,11877163.48,0.0,6961972.19,0.0,1257090941.84,552287050.39,10258755.74,510096.63,959537139.56,198203246.17,695641667.89,5356791.11,485649806.08,0.0,153749354.71,5044645.7,343866.69,2022-01-01
D,20881763.22,0.0,3340745.52,0.0,479428486.88,524416520.52,1866489.31,153164.34,835717140.95,176535069.67,263083739.45,9757329.31,475759425.75,0.0,130389810.95,9844855.5,3696507.92,2022-06-01
E,666691.51,0.0,6848153.85,37.93,165429710.64,173131435.2,1067383.65,770.72,388822343.9,89740337.78,92960468.57,589608.32,453402081.45,0.0,50244437.67,2359087.88,4503674.99,2022-07-01
E,1124176.64,0.0,6295831.58,0.0,284397994.26,154688745.67,1103027.97,56485.17,302427356.98,72555032.13,146354782.37,280603.72,471944900.48,0.0,55166689.49,2511026.57,4465043.69,2022-10-01
E,454258.6,0.0,7289809.97,0.0,268556751.74,114947463.0,1268424.66,9134.52,370217080.91,88386186.69,133330508.03,156697.98,434689404.41,0.0,61457881.01,4084479.07,2243608.64,2022-02-01
E,1668165.83,0.0,6618691.72,0.0,157135219.11,151427084.1,1262092.86,22026.12,416857039.48,97042256.29,116865861.11,649204.58,861128805.26,0.0,55002658.32,1759748.6,2598600.78,2022-12-01
E,696500.73,0.0,7022242.28,38.31,269384912.33,145272222.29,954310.43,25186.7,389879364.18,90655559.89,129571962.9,352164.22,464840487.83,0.0,48863394.95,2877618.55,3209906.1,2022-08-01
E,867764.12,0.0,6705205.38,0.0,121637837.9,144654865.12,918873.67,1534.64,369091624.42,85694413.31,78194690.64,167472.9,431701918.38,0.0,39013240.43,2100726.12,5391951.74,2022-05-01
E,388344.31,0.0,6157841.24,0.0,384421048.67,134631286.63,792219.03,1667.76,421716888.57,98192226.23,173738158.3,219953.98,454732479.73,0.0,59397951.61,2391854.46,2846072.59,2022-04-01
E,829112.15,0.0,6908469.97,0.0,266508163.12,140867889.74,1628308.57,2668026.52,282096232.88,71346022.89,137436938.5,174227.07,449062907.98,0.0,63684535.2,2023193.15,2664728.44,2022-09-01
E,574251.83,0.0,6507548.47,0.0,176703644.6,138984586.42,1408790.33,3515.96,377739908.3,88152545.51,106742477.51,226300.9,454000976.61,0.0,59463455.92,4598306.62,4379305.89,2022-06-01
E,935582.32,0.0,6267557.66,0.0,160532121.12,281362294.11,1989763.63,14175.68,370419048.64,87204541.52,77541218.14,354429.29,431090205.66,0.0,59189953.42,6546099.18,2286279.16,2022-01-01
E,1478035.46,0.0,6663584.88,0.0,293393191.65,157535906.06,1519004.84,30544.05,366611068.12,87418921.84,129268736.06,608510.72,501554084.27,0.0,56618418.93,1957377.97,4299173.91,2022-11-01
E,576623.26,0.0,7393016.96,0.0,214531750.3,122458739.07,999540.61,5435.58,371412959.59,86348034.21,111491664.1,125964.45,413254973.45,0.0,36811540.54,2998798.41,2630504.05,2022-03-01
F,8867799.42,0.0,8268697.32,36128.36,333777659.92,310887714.9,3768662.97,285900.16,739991450.95,161343596.91,181506462.72,1031147.71,1451551472.54,14977.75,362299408.59,17180231.45,46211797.8,2022-05-01
F,11912639.2,0.0,9581428.72,10961.83,1310970045.99,349073526.98,9151691.56,1492570.06,940286515.22,204361453.95,718769562.05,1577383.45,1644923174.23,9864.09,431530489.01,12948584.58,32254187.09,2022-10-01
F,9519631.36,2539.95,8722285.35,11414.48,478540804.82,386441429.56,4957138.93,1142756.24,991793036.2,213360161.12,251160998.06,2040481.99,2541570992.44,17308.86,409877836.51,28244866.53,57655417.11,2022-12-01
F,12294185.5,548.0,10907138.67,11452.12,327897980.9,272083685.76,7000166.86,329191.62,600769882.42,132824654.66,176738797.12,807356.5,1336531932.18,15115.41,329134163.67,19552077.42,27613234.48,2022-02-01
F,11753565.32,2310.38,8800909.45,11984.69,1148472815.72,326080614.76,3580225.44,333793.39,821942076.32,180612967.01,658739564.75,1022043.42,1541293455.16,20080.73,412982650.29,11583179.78,44466763.66,2022-07-01
F,8937292.92,85.13,9439384.05,9821.37,994286025.81,292155574.94,4021464.23,405972.1,769215352.08,166548534.25,540960926.63,1118762.94,1386064293.48,15261.01,414724093.32,12420825.84,29288389.98,2022-04-01
F,12185280.37,97.91,9480486.77,10091.36,382236311.44,259140402.77,3243834.96,321152.4,689761959.86,150991469.4,192569235.73,8550198.28,1386267119.26,16489.66,341894213.6,10185486.0,36701649.71,2022-03-01
F,10435434.56,0.0,11728465.89,11011.65,406305597.17,330603162.48,3384988.53,501394.52,870891949.82,186784212.86,219696852.18,1343306.25,1589968977.45,8794.85,413502010.26,62125145.58,48450527.64,2022-08-01
F,9415369.4,2351.17,10091563.24,12003.7,1189868999.63,427251577.35,5629561.17,503629.49,898338049.11,195845530.13,640690834.64,4675877.17,1405070019.24,15461.63,486645179.4,24317347.25,21425785.65,2022-01-01
F,10330207.12,722.78,9023755.13,11515.4,422837051.51,339872244.37,4190064.77,9834270.91,941587192.41,204551445.99,225449445.1,1704705.74,1632823539.43,19557.09,445017657.85,16343012.17,37146718.0,2022-09-01
F,10497393.67,0.0,9351165.4,5913.48,334539905.94,312042812.66,4292982.56,334524.79,845156438.62,183206402.24,181965078.78,1691777.67,1487871374.29,24536.18,425069700.85,12513558.63,57929702.39,2022-06-01
F,10476287.85,0.0,9137645.0,10477.36,484878506.43,362277246.7,4789181.57,1326862.85,902847062.19,197785341.77,248610683.38,780366.33,1659993550.86,59670.48,411438043.07,9914276.68,43506513.95,2022-11-01
G,1536630187.97,568.31,1337624495.42,15823.64,5789336516.77,1888494478.2,9894394.52,278330.12,4561790757.65,989822043.62,2824941634.88,52420950.26,8135522502.76,4358.54,195075060.16,153290002.21,74657912.36,2022-04-01
G,2186615633.9,151407.78,1699695631.68,6090.08,3179395433.41,1576347447.97,6793840.74,1302146.75,5533884114.53,1184536941.26,1521644842.89,39772306.05,8720366273.73,995.04,189333656.19,324606606.97,96458333.38,2022-11-01
G,2145916985.11,24643.43,1567644795.63,15031.58,2869523763.3,1435656455.97,5532063.31,247070.46,4839811018.03,1061429631.33,1262787809.45,52494781.73,7885497189.35,6783.43,182978004.8,131153066.94,73586046.25,2022-03-01
G,2209700584.57,9600.8,1576018805.01,13523.67,3485475000.64,1611019587.42,12366804.83,12853115.17,5351478884.7,1162404172.79,1585215075.22,27817665.18,8723199555.9,113.85,197079129.91,371034178.07,100117338.25,2022-09-01
G,1936087151.59,8581.99,1455390479.45,5810.21,6394601477.29,1708952983.26,6834573.18,222520.73,5173574361.18,1109157830.79,3183971546.7,42461563.46,8485109670.7,1810.0,207712841.68,316114573.83,116733788.58,2022-07-01
G,1931604081.08,6891.05,1619247104.41,10482.87,2832831375.73,1838883894.3,10313182.66,1115100.16,5163737536.26,1109260822.48,1392552196.95,35405239.95,13311641245.4,1652.83,191262379.89,333445555.52,173737175.66,2022-12-01
G,2284323071.87,3069.05,1746143406.06,8037.98,6397713829.72,1788988470.45,10088732.64,1469674.88,5372134997.31,1153876441.43,3178858377.85,41651611.43,8599521858.76,5204.69,193553767.13,353235819.65,102295706.33,2022-10-01
G,1846370287.48,10078.61,1662234192.77,4079.75,2565128878.34,1419675783.77,8110845.79,274603.95,4695846581.08,1024319873.9,1217444410.75,53364670.62,7778471912.25,1971.46,182243863.44,160757315.28,44326380.22,2022-02-01
G,1620675255.1,2963.01,1344482298.24,325248.03,2909906189.1,1636908563.86,9274413.35,162725.26,4955626489.21,1066161020.45,1392064750.52,51018813.63,8552396599.42,1096.89,188395622.46,259180476.08,107886493.39,2022-06-01
G,1835380933.48,9047.63,1369543046.89,7518.74,2622802366.75,1565591019.93,13243807.57,279748.05,4932786550.86,1063430565.59,1271023023.45,64080718.7,8233764037.0,2051.12,179418399.83,279912692.66,112618677.19,2022-05-01
G,2162491925.46,10340.62,2061267169.72,14270.9,6712983089.17,2321654984.32,7585416.87,427339.73,5529954725.72,1208111487.55,3226537903.11,71207181.99,8685409654.1,16908.38,194199590.44,120531518.66,48445544.09,2022-01-01
G,2319793395.16,24265.4,1695257828.57,4420.38,2915391698.07,1574277319.37,8745682.58,356670.48,5465146086.5,1172704015.89,1398281542.45,45497263.57,8673741356.31,1444.87,199751187.26,355746604.83,89540854.78,2022-08-01
H,150913884.22,0.0,12709087.99,39.45,695992572.78,526865465.85,5580640.27,317243.98,1010870585.07,219891910.65,274306442.42,20468478.57,2064119984.5,2041.2,125172583.93,20357806.71,36259541.37,2022-03-01
H,152310368.12,201.26,13650426.68,2046.97,594893383.55,613342570.94,1330158.66,329903.38,1064783797.4,229035887.61,274386607.96,16632988.35,2145885094.4,14153.42,140059714.21,20436913.97,91190962.39,2022-05-01
H,195504565.98,0.0,16619386.59,1081.85,774459316.32,567725783.41,2803921.76,291205.91,1156809820.68,242383058.37,336934781.78,13414888.3,2371874652.45,1458.47,150460988.14,35927825.67,47870241.95,2022-08-01
H,137135022.58,0.0,13557118.91,0.0,1224697894.6,605161926.14,2705998.21,368704.47,1148531562.71,247145301.58,544505334.15,16783017.88,2148575976.35,1917.92,162000378.1,17310504.3,63677192.96,2022-04-01
H,115901515.55,14673.19,24257302.79,0.0,738882104.24,543733708.25,2205975.62,385945.95,1028842439.32,222240403.05,308405683.56,18746530.16,2001060386.22,5984.71,134797227.04,19868625.12,27512567.65,2022-02-01
H,141282980.8,799.49,21622476.56,7229.18,1976644188.87,920861307.19,1738290.1,385127.68,1272349583.29,275270086.57,909895941.81,25370181.98,2234276392.86,1722.33,154865860.49,17506206.01,22628063.27,2022-01-01
H,164017628.55,0.0,10822539.76,151.35,593464434.7,564001743.29,1459499.36,269012.07,1137330936.1,243224234.17,283951422.67,13307521.12,2220599831.87,1394.96,149652266.01,19899388.12,42802109.39,2022-06-01
H,142482260.67,53.78,14029970.36,24926.08,1458423258.59,568969623.06,3831187.61,274292.12,1191283067.92,257935321.29,670797521.87,19969809.59,2280556173.62,1980.42,147348209.14,21155459.21,40805098.83,2022-07-01
H,150564352.08,0.0,21204092.8,570.35,736936882.26,534451013.27,1554985.35,4927309.22,1191634570.95,244698765.71,332395738.03,16795703.04,2365375422.12,1394.96,154517011.75,20683535.16,32032103.48,2022-09-01
H,156353216.97,0.0,14259091.95,1593.14,1574149519.35,605829778.75,1950246.69,493838.39,1187732357.28,251699778.75,709364943.19,14226488.87,2423168253.82,2602.68,146078480.73,25589475.07,43240903.61,2022-10-01
H,154931021.37,0.0,17600714.18,516.32,687328442.64,784115590.11,11504221.17,210051.37,1263585852.05,270948842.34,315834046.95,17794020.5,3632653259.69,4970.92,155389809.59,19863648.7,47811787.1,2022-12-01
H,171847401.42,0.0,17416354.68,2199.32,747440650.22,609727293.44,2054052.96,157326.57,1207448993.1,263302201.91,328803064.43,25554193.84,2408852838.38,2715.59,155740147.57,25967975.85,38170687.51,2022-11-01
I,1066358.11,0.0,1702610.16,0.0,126054375.77,108564887.64,697310.58,33477.37,221941543.31,48115242.65,68735408.33,7965957.09,899511856.67,0.0,10871281.75,3525974.19,8577375.68,2022-05-01
I,873597.44,0.0,1668539.11,0.0,263307728.68,106324710.57,1504284.34,17412.47,293156531.38,64168789.12,141978233.24,4226394.31,883580745.1,2866.81,10916752.75,4734528.0,6978316.9,2022-01-01
I,701577.07,0.0,1791297.84,1817.81,117840879.02,94409541.56,617559.87,48327.14,219243751.21,47674309.02,65526675.24,7748808.88,902114555.14,8.78,10638153.22,4227566.59,12763282.12,2022-06-01
I,579600.84,0.0,1535133.82,762.14,158335339.73,85486580.67,600692.49,13881.51,279362215.07,60021550.32,86087880.05,9408999.19,839495694.56,56.13,11172335.83,5089583.67,6952594.45,2022-02-01
I,1054835.11,1738.74,2125442.83,0.0,115367960.12,107983772.84,687724.7,520933.21,225422640.15,50276344.45,64257255.43,9482543.41,976687065.76,9.06,12189037.81,4575067.69,9231429.22,2022-09-01
I,899790.35,1338.52,1964560.78,2474.38,146590876.49,106779333.1,646894.69,80801.63,252256516.42,54299381.06,77558036.77,8284358.51,997473480.19,386.96,9664617.79,4848358.39,9918347.6,2022-08-01
I,893065.09,0.0,2163086.79,0.0,211639466.93,102830341.15,788164.78,201374.13,238347881.67,51003392.26,116028616.78,7332925.3,1053727358.6,2016.46,10653404.1,5411982.0,11758666.04,2022-10-01
I,989917.33,0.0,2177505.02,1003.83,155793617.35,106226119.24,617498.25,213572.62,234997966.35,50601623.25,81592275.64,10423179.14,1023884497.79,36.98,11667652.38,5806184.17,10091739.55,2022-11-01
I,524248.7,0.0,1610886.99,1787.79,236966009.63,94930935.7,639693.53,15470.87,255322289.73,55695453.9,127415889.73,4173886.19,849989742.84,524.34,10930359.99,3475287.52,9323939.6,2022-04-01
I,772897.87,0.0,2285936.14,2861.52,126371467.82,123020445.72,415565.15,195910.24,221125656.99,47953169.27,70513758.65,13704295.69,1421070521.15,40.56,11894888.8,5712104.02,10641408.76,2022-12-01
I,1061563.92,0.0,1514379.35,718.04,130435330.99,93869423.25,499627.37,19907.69,255074324.27,55948625.1,71318542.66,5318173.9,836522917.8,1522.47,10336713.44,4252431.58,10140551.91,2022-03-01
I,1067619.33,56.85,1885269.2,290.18,204869132.35,91698983.98,588657.12,14979.47,220527056.72,48424858.62,113447785.49,5690880.44,901340445.21,16.38,10280550.33,5269592.64,8160951.34,2022-07-01
J,59764225.82,0.0,57336944.37,707.76,548209626.37,1938769853.1,2835721.09,6637.51,1137637464.49,245599134.71,238785561.55,51468561.46,1883481298.52,54.46,117875899.16,11513943.64,9931935.93,2022-05-01
J,70819981.87,0.0,70332118.51,1215.36,1414517592.05,1847847047.48,11356868.19,17387.1,1116645138.49,235828972.3,578903972.31,80940853.48,1928886411.03,0.0,131849700.96,27532626.56,10157811.78,2022-10-01
J,57584378.64,0.0,69302125.0,335.04,761947072.42,1817312101.65,6763675.13,105073.37,1066492330.41,226144827.58,326333946.21,65102800.91,1967143724.17,0.0,127931458.12,19068784.91,13737246.34,2022-09-01
J,69948963.47,0.0,70016412.23,268.7,765911601.55,1682573907.87,2402408.56,164599.81,1118362893.94,229911408.03,315620156.98,58245288.44,1973669317.9,0.0,142300152.75,10903691.59,12131720.06,2022-11-01
J,63162437.94,0.0,55944506.64,19340.51,524974111.0,2555893559.01,3636356.33,827.26,1108255118.38,240808952.46,256289344.9,67693300.56,1916495642.44,0.0,120481124.43,32548580.61,15615965.45,2022-06-01
J,39422247.69,0.0,59385832.28,702.03,769246762.19,1739170207.16,4682615.08,6351.95,1006304029.27,206359068.93,303559379.46,124863173.75,1856585288.88,91.12,111308952.1,16123851.62,6103496.98,2022-02-01
J,57443606.08,0.0,77842678.31,697.41,1635933987.91,2543084653.56,5079067.5,11113.2,1226539184.5,255156222.36,651149058.69,122697326.09,1940868931.25,554.32,121019007.84,13815545.93,4994579.35,2022-01-01
J,36097744.66,0.0,49939666.62,702.58,1313476979.43,1854966834.82,43751462.91,2684.53,1073648165.31,228880603.49,563792566.12,118812818.42,1839267750.78,132.38,123740604.12,10564032.17,9417609.38,2022-04-01
J,52261811.39,0.0,50567958.25,813.4,672709247.2,1776997026.5,5161694.58,3853.5,1129389463.81,239318178.59,287671629.56,79008926.54,2064777124.55,45.0,126031038.5,12218949.42,7482144.63,2022-08-01
J,41863711.97,0.0,48707216.26,1504.86,749066260.36,3022964535.89,3078780.76,12244.45,1895534247.91,399407427.21,337228823.17,67379899.06,3204742892.0,0.0,145160984.25,18559175.0,9592517.07,2022-12-01
J,54593971.23,0.0,45586141.98,259.96,1170844150.93,1830038420.55,4316010.34,983.44,1160091351.7,254176162.92,480080342.92,73059017.6,1896367492.56,0.0,126714010.74,13136097.18,12907437.95,2022-07-01
J,50265680.67,0.0,53211780.12,696.78,618921581.28,2075872303.47,5091558.83,19065.55,1162049703.05,245444871.96,254601045.53,70827828.52,1861329542.41,75.13,113297277.02,12488055.23,16333407.09,2022-03-01
K,3151325.24,0.0,5291706.4,4715.15,2416285519.88,24547526489.43,5103481256.3,6618109.9,3030956474.27,549084125.07,1787617859.01,52786664.76,5775818085.13,127944129.32,788761824.43,657999071.58,155604671.51,2022-12-01
K,5255903.08,0.0,7860367.06,5295.56,3575384040.92,10260490805.93,4058779328.08,2917845.38,3022500376.9,529665578.9,2325264584.34,49731649.45,3745100416.97,52711338.52,669279459.9,946178925.79,40266865.97,2022-03-01
K,2937780.38,0.0,7187250.23,5905.57,2262607013.15,9737795183.21,4937788496.58,72933007.48,2715371675.56,494262313.6,1483719447.73,41981936.84,3179628343.84,192352870.64,808343622.04,1079936256.99,50090772.88,2022-09-01
K,6854742.1,0.0,7429722.61,4321.93,2300438008.39,7921533722.34,4479799807.33,994420.18,3176466189.17,536551210.54,1454108789.89,38922935.47,3269911068.11,59342216.77,717383511.38,722728343.68,26929288.77,2022-02-01
K,2617752.89,48.31,3363556.25,3669.69,3160622819.58,8835230095.65,5013393037.07,1240293.84,3297804726.08,554981651.65,2106711667.27,39406233.38,3176346879.67,72921906.6,744348533.86,683996500.49,125845858.35,2022-08-01
K,8529527.95,0.0,10346635.34,3492.43,12472726835.36,9297581665.11,4552823366.21,1680199.58,3278638703.48,622157903.28,9814350480.6,73523642.05,3049047536.54,53614242.67,880291752.14,959595133.98,141730448.59,2022-01-01
K,4597965.65,0.0,6576798.9,7866.93,3207965210.81,8300599714.05,4779601607.79,963504.66,3134173918.9,558675283.71,2101043937.24,60415009.6,3133839989.86,41598717.13,699754880.19,586241441.28,62241997.79,2022-05-01
K,2466146.3,0.0,8040559.32,4630.44,2874292503.89,10760917052.59,5015552357.5,8649401.53,2882398696.08,494872714.62,1911286828.29,54727896.65,3141998412.75,81039826.11,747687523.99,935919086.04,78002650.46,2022-10-01
K,2967524.47,0.0,7286716.21,3794.84,2735399509.06,9665439647.4,4799888582.94,7211545.53,3524641639.95,616263107.15,1999522436.87,40856609.97,3154672260.5,60616541.88,715763085.69,701256887.72,69962243.51,2022-11-01
K,6243320.78,0.0,7002599.04,4393.46,2893750788.76,9444969717.92,5324382841.16,1159505.71,3237849093.49,577332211.08,1714203833.57,64247325.85,3243356316.93,48711925.45,760484553.47,576053933.11,66302940.4,2022-04-01
K,2509759.75,0.0,5622880.47,4732.67,3092127782.73,8898210994.58,5100339675.83,1073423.75,3199089236.69,587837905.11,2043055779.51,32305411.51,3110638242.11,43570278.84,763163925.42,737716895.71,192519924.0,2022-07-01
K,3459049.96,0.0,5545213.28,3966.24,2382387203.27,18135822876.86,4714907630.62,568157.95,3271259420.01,599838986.48,1544820718.12,46466398.72,3187761176.64,44260158.87,817061609.07,952451337.16,75077729.59,2022-06-01
L,416471.19,0.0,622937.75,120.9,156286503.76,66260130.53,1496027.51,90357448.06,349076754.95,74993053.84,80035227.12,1136355.65,266803344.4,0.0,56280054.92,5395806.19,18570138.84,2022-09-01
L,549576.94,0.0,370252.23,853.2,176468016.58,61990187.46,2593268.71,1193900.54,317744119.34,67871805.65,87159751.99,947036.88,229616425.1,18.18,46186963.0,3526481.72,8690661.72,2022-02-01
L,411660.27,0.0,697469.67,122.85,195259568.54,67532989.17,1253088.08,5289082.57,344776239.87,74381580.26,95688867.89,668446.75,265882780.71,0.0,49701146.7,5011358.88,34625617.66,2022-11-01
L,57900.19,0.0,485173.38,873.73,179608796.21,78639073.94,5317729.72,790601.02,330765654.36,71071135.15,93044751.55,444547.01,239546938.8,521.8,45862133.36,6205727.12,24306693.17,2022-05-01
L,430760.78,0.0,644337.92,1568.55,167736540.4,115297499.28,1478221.94,934628.37,320643981.73,68927888.57,82911688.56,638001.26,236675735.34,5141.32,42332756.52,4660156.87,18943960.32,2022-03-01
L,432715.01,179.01,516340.45,1470.39,1307821866.7,142649441.85,1904809.56,1714378.03,415854859.18,92426452.32,624108356.2,1449539.09,250994786.1,0.0,59644016.18,4608191.49,9487226.39,2022-01-01
L,38698.16,0.0,554024.21,866.96,1184868185.44,117029961.01,1184782.95,748140.26,365187732.66,79104255.34,555651022.87,802336.1,243058750.92,0.0,51952671.76,3585585.23,21248467.83,2022-04-01
L,577335.39,0.0,933494.92,121.9,1373056803.16,831553665.96,1238262.17,6449673.72,366584224.94,78703195.35,644223357.85,491380.27,268839615.43,0.0,50172574.76,7071878.87,19624082.27,2022-10-01
L,80793.15,0.0,581114.68,882.11,165075988.75,64672561.23,1936279.55,725754.46,359341137.54,77118985.26,86403836.12,647016.05,258843854.82,425.51,54762578.45,4961254.17,49216134.65,2022-06-01
L,568534.35,0.0,2011156.06,898.8,175062849.53,63995205.95,2179193.1,1139098.29,360022359.26,77562176.68,89445020.37,770000.66,262231927.25,0.0,54235366.94,3975686.67,26961596.65,2022-08-01
L,139995.42,0.0,558805.63,4878.98,1326886502.86,90099263.75,1283234.73,1118107.57,363563428.01,78217662.15,641446742.07,1407193.14,260846411.47,12.52,51082679.01,4533541.72,11995021.53,2022-07-01
L,236587.4,0.0,731419.03,5504.66,170497497.14,82767761.78,2254263.78,6455079.48,352605247.75,77197120.94,79349386.02,1709916.57,381051059.23,0.0,49961026.43,3287732.86,21477906.67,2022-12-01
M,116018125.71,274.16,83322341.06,1263.28,2817034795.37,1292113766.39,8091847.05,103286.54,1103783254.74,248540862.28,1128317222.53,167439353.78,1633831410.19,25489535.48,100934517.31,13115572.6,7408356.54,2022-01-01
M,108352114.88,0.0,71682017.97,8225.85,757372740.21,1177927918.05,2529750.57,349414.04,990924076.08,214147298.75,343568917.16,132957320.14,1857749992.68,50739980.5,103146338.07,23155879.27,10201756.41,2022-11-01
M,90656170.63,390.7,50612181.66,410.35,766552766.16,896990212.68,2569544.71,390347.33,934406858.75,204196927.64,331520908.61,133566494.99,1696855399.18,25633207.8,100556551.49,23484573.52,12756060.55,2022-06-01
M,77203852.62,392.78,53350725.55,5961.48,1915639155.87,1035703638.21,4214113.35,87088.3,884435822.47,195526353.43,762718088.04,145859167.35,1662195793.2,25789774.91,95250021.27,14822487.84,9559742.21,2022-04-01
M,109193729.4,0.0,69980373.62,1682.73,795313790.84,1193903775.85,4078393.18,5231351.3,1017622291.31,221869593.42,354155808.56,182591495.64,1762910042.39,25480949.59,100838816.78,22722101.13,10194283.58,2022-09-01
M,115913476.2,920.2,67957184.69,0.0,2244106376.73,1004420121.32,2237442.16,632482.7,1034708360.65,227946880.12,919414893.16,125764688.14,1813551117.85,25374966.52,102743794.55,26617212.65,11584539.7,2022-10-01
M,109626168.55,0.0,77398959.47,14703.88,827438677.57,1145795928.36,3661616.81,281058.47,1092301403.93,239960365.15,369839458.46,155273207.98,2977367576.96,25647420.93,112491884.65,23927771.7,10904261.67,2022-12-01
M,122293017.33,739.54,99437835.65,2188.2,769050907.29,897271785.15,5725053.07,154177.45,828903018.44,184735885.96,315540146.42,148984103.6,1583268857.94,25422391.63,93314762.48,39878955.93,8829325.36,2022-02-01
M,138684172.67,0.0,81413832.57,1654.03,787069857.79,897417998.44,2793930.52,206031.29,981730990.33,214124923.16,343684260.36,122095434.27,1750874947.63,25478749.71,95805828.53,27281430.12,12690045.14,2022-08-01
M,129602451.1,644.57,67392857.4,1669.54,857012423.07,1028146506.97,3860631.58,125717.25,941141893.49,203465869.72,363446186.75,168770092.41,1622688617.88,25660528.89,83498725.82,14366887.75,15920353.26,2022-03-01
M,104065908.0,0.0,51187619.77,6587.29,726773907.56,1014881253.29,3026971.59,672705.27,922389538.84,202003998.95,316518406.44,117989644.66,1642042857.66,25597388.05,97093464.96,23916265.66,9599590.39,2022-05-01
M,113020952.22,91.38,60758803.35,600.46,2077581078.72,981611241.75,2736794.38,139664.99,983721184.7,224469613.67,844641639.09,145876678.51,1704812671.95,25516525.45,93465866.49,26907243.11,13681604.65,2022-07-01
