secao_sigla,imposto_importacao,imposto_exportacao,ipi,irpf,irpj,irrf,iof,itr,cofins,pis_pasep,csll,cide_combustiveis,contribuicao_previdenciaria,cpsss,pagamento_unificado,outras_receitas_rfb,demais_receitas,data
A,1805157.15,0.0,2049560.85,0.0,148076718.7,40015655.16,995578.77,1559763.04,60572792.23,13334693.13,82711904.88,87104.38,8275907.19,0.0,49788834.08,4193703.27,3056628.65,2018-07-01
A,2313080.85,1032.8,930203.06,0.0,177620024.53,50163557.08,1176865.03,148555283.38,37401387.84,8503277.69,68994631.09,174117.83,91393838.45,192839.95,52635589.91,3259516.92,2693202.34,2018-09-01
A,2447288.15,0.0,601652.77,0.0,138498558.53,70643904.19,1621693.43,5121311.15,36779390.84,8431809.37,75698457.95,97296.71,34903093.84,0.0,64055652.96,28591855.71,69541892.51,2018-01-01
A,2382134.92,4183.68,758573.28,0.0,27650113.81,40258571.33,541833.46,3501414.59,31775738.79,7420443.24,13675848.96,153497.36,10307606.98,178607.03,50044824.97,34120654.62,142247764.58,2018-06-01
A,4975623.49,0.0,2806331.17,0.0,144799965.52,34343434.58,457224.51,27936800.91,39251824.18,8578476.33,77619541.67,103235.27,103876554.98,195670.31,48982079.97,3732519.97,4077799.18,2018-10-01
A,2191678.31,0.0,796486.6,0.0,56251970.11,34452921.51,663351.24,21615303.32,38027299.04,8898408.68,26492012.92,82197.14,104693535.54,250268.44,49087081.64,4636821.83,5493785.4,2018-11-01
A,1098777.24,0.0,506725.18,0.0,29966530.55,34750742.3,1054880.29,690330.87,31331239.42,7150130.14,16360488.51,41594.25,11525341.48,0.0,42474333.79,27512935.21,34918870.23,2018-02-01
A,2504780.25,3856.64,870996.81,0.0,76528199.27,40944482.73,1360971.13,24127735.78,43329004.27,9587068.41,33814899.03,104031.74,140393117.93,62460.48,47998925.73,8715262.84,37025544.12,2018-12-01
B,20565900.67,0.0,11433929.81,0.0,87837228.59,161326070.94,529652.0,31907.99,128126601.19,27774030.74,50858056.06,3378006.81,4498157.94,0.0,186152752.27,214966.37,27340.7,2018-03-01
B,25659644.38,0.0,14569975.17,0.0,89446378.5,155458552.4,449382.81,21111.7,142889732.59,30623810.97,48104349.7,9894046.74,3805042.51,0.0,188570935.03,30998.26,30602.83,2018-04-01
B,23229690.42,0.0,14089364.99,0.0,272961789.22,136773270.67,516646.76,217127.01,167799217.38,36494105.08,187620139.33,25327754.1,450301268.48,0.0,306779018.61,19362482.5,477281586.53,2018-12-01
B,21090621.64,0.0,14694396.32,0.0,89129804.67,153103528.17,223970.06,40490.43,118606371.26,25583847.51,49286878.46,9698650.23,5224126.13,0.0,190535490.61,110324.32,46752.96,2018-02-01
B,22533149.04,0.0,12995414.08,0.0,158823667.03,122714687.35,327220.44,274817.16,181683711.23,39090922.11,241409613.14,4397220.76,252318350.99,0.0,194462825.91,2373947.23,635363624.5,2018-11-01
B,23336629.38,0.0,15025619.43,0.0,203068862.77,97863886.38,110027.87,361292.39,160879756.63,34445579.07,133862532.3,8233757.0,258407611.42,0.0,191090084.17,2252049.2,3526693021.15,2018-10-01
B,29285576.48,0.0,14168999.57,0.0,340933249.88,126520015.4,158639.77,33145.03,138948945.11,29742339.53,173257411.09,5917004.2,5261500.47,0.0,186918636.88,8939553.01,3011126258.29,2018-07-01
B,25263722.97,0.0,18889222.79,0.0,141274738.72,101740565.29,240363.33,102638.89,149319742.72,32118594.36,75748793.59,8770798.54,5459893.44,0.0,194030701.75,5649349.84,585882469.58,2018-08-01
B,21307567.45,0.0,14220441.04,0.0,235236914.19,143936518.58,167531.08,15938385.74,186617194.24,40007882.18,111973992.25,8906883.26,248294953.64,0.0,189642480.65,3226772.33,586851485.8,2018-09-01
B,23007992.9,0.0,15925804.47,0.0,61723253.35,107882543.73,532036.92,221320.88,127419908.29,27071949.52,34737589.93,7468171.6,5418546.44,0.0,186924803.72,24204.95,219980.1,2018-05-01
B,21144998.49,0.0,14882627.85,0.0,105584252.18,134404240.41,158116.44,57357.68,151285413.96,26716552.07,60312369.81,2971260.15,4824259.68,0.0,189017607.22,29819.35,285177.27,2018-06-01
B,17894436.07,0.0,14503178.31,0.0,792943919.38,326206041.91,407772.77,65080.35,144107791.42,32175575.34,290190695.32,9522131.51,9657721.78,0.0,419427413.75,45750.6,122770.74,2018-01-01
C,2029302254.45,35075.72,3160560768.79,33797.35,3216878462.4,2252423459.1,21377027.75,3618003.98,7508720278.83,1620740057.05,1545412824.81,324152570.74,4093777708.15,4144.92,1882561713.06,431318912.15,7769131425.11,2018-10-01
C,1469787482.5,1218421.58,2727950539.58,21.53,1152835292.98,1786923385.23,19704368.96,351509.53,6351262480.09,1367224472.58,570380019.11,424043934.31,449047807.79,2587.44,1786309608.46,241851.6,21131.78,2018-02-01
C,1610276247.07,1125881.51,2801820509.88,2420.39,2213518141.69,2561776154.6,19265054.34,191941.81,6549929964.87,1401916135.6,1093088187.96,422038951.47,452495948.79,3608.58,1714520586.43,30715.4,5364.66,2018-03-01
C,1402798122.94,22565.93,3332282192.55,39704.09,1688323277.66,2756796572.1,19970195.28,2551423.46,6910993644.24,1504259279.99,874207470.18,373193515.47,7130865230.81,2769.98,1930147986.94,456552494.22,1731128883.35,2018-12-01
C,1679262899.04,1276623.97,3219010367.21,12536.43,2954862272.36,4224948503.08,17552809.66,727640.68,7153685624.93,1558941660.03,1340131716.28,461859432.15,631046717.28,11534.83,3357918720.0,15847.7,248252.85,2018-01-01
C,1922950521.95,615760.35,2789785919.14,1054.26,1338170734.72,2293905208.22,17927943.46,568677.91,6999418166.64,1496561194.34,680084639.22,448469967.59,466415462.33,4858.46,1853615533.59,104461.3,4368.39,2018-06-01
C,2088112699.9,295078.85,3328257333.22,8639.66,3188002672.9,2545475413.75,15607105.38,631479.46,7307350993.22,1570688619.35,1528047838.79,296426849.84,590269091.02,2508.89,1837202861.56,633558453.02,7549152077.06,2018-07-01
C,1738697157.07,511738.72,2843126502.43,405.45,1475221229.43,2131727716.35,16054078.63,475060.24,7150012629.39,1530511077.28,702324152.63,474563067.45,505759055.41,13310.02,1806314431.14,9547.51,3158.14,2018-05-01
C,2067871431.87,379658.35,3053997199.34,424.12,2264281309.31,2189589828.07,16598886.94,473354.45,6735390658.61,1446491775.62,1050663058.35,260306065.49,533801227.56,2741.64,1893177184.19,405628006.12,1728838680.42,2018-08-01
C,1848829078.05,53389.82,3160156798.25,874.6,2348391382.23,2108733609.74,15882475.05,49785516.79,7660041498.12,1649929098.64,1080211822.86,322723606.04,4365736727.1,2474.8,2023440724.2,403754759.78,1607409884.48,2018-09-01
C,1739568837.13,47097.76,3411879796.61,410.04,2850236975.92,2331720965.9,16786008.09,2820937.28,7235926923.31,1587793628.94,1277667443.77,317470580.64,4120084976.19,3621.5,2149103752.22,509880751.32,1852319487.52,2018-11-01
C,1672001162.36,915062.2,3204463287.77,280107.79,2285461442.72,2366130148.01,17007055.91,285330.95,7500756948.2,1622715940.05,1148743747.04,504603218.71,533794013.28,2474.8,1873713918.91,6883.69,1865.36,2018-04-01
D,28388732.65,0.0,10181849.62,0.0,602708767.62,213066992.72,8672081.6,84043.79,1522480710.02,332401324.42,358268056.54,8957068.17,330607172.55,0.0,159383576.53,179934.22,418257.75,2018-10-01
D,14067355.66,0.0,5007562.7,0.0,1275368763.53,605193170.77,18819815.18,529001.16,1201336251.53,261012808.87,519213350.02,3801468.49,896536.64,0.0,261009095.25,3357408.61,7111445.34,2018-01-01
D,19376752.98,0.0,6915854.4,0.0,571335249.75,237955523.55,7087505.13,2030.89,1132566202.56,237444911.86,284446287.11,6763676.55,707354.04,0.0,180269142.57,1358925.26,1688880.52,2018-02-01
D,22054435.68,0.0,5045307.78,0.0,617574123.25,566300248.11,3791487.48,69796.16,1390709528.01,295867868.5,277846644.99,3944553.18,590445319.46,0.0,172300894.57,1703147.34,1325397.23,2018-12-01
D,45521403.89,0.0,20768301.85,0.0,329875581.16,242422833.99,8213137.21,192842.02,1358472650.89,295294298.29,176867404.42,8137389.78,1291953.12,0.0,156046880.19,4994045.75,2980883.13,2018-06-01
D,49648173.79,0.0,10307067.74,0.0,470722791.78,220536637.84,3907360.06,35944.8,1239477755.18,280796182.6,246354555.84,9042253.56,1057893.93,0.0,159181348.91,623915.53,2226843.81,2018-08-01
D,16730041.14,0.0,3156055.4,0.0,693171680.99,272639242.67,3546602.14,44549.82,1466236735.54,311687907.12,412028882.65,7086290.1,339157808.07,0.0,166069131.93,871725.79,9202877.14,2018-11-01
D,38617566.09,0.0,24978413.17,0.0,467377037.72,245649941.91,4787102.73,54373.65,1183556695.04,271039354.12,239292981.39,7072626.64,1312830.72,0.0,168872536.44,311936.17,1827390.99,2018-07-01
D,48884108.37,0.0,7250618.01,0.0,309187820.87,288158781.62,6607504.75,10527.01,1143279959.27,247378862.39,159994631.54,1660461.49,1288743.56,0.0,158273665.77,2353411.49,1634499.93,2018-05-01
D,23124116.59,0.0,9465662.57,0.0,649482015.74,197575875.29,6818943.74,36102.74,1114561123.15,235211808.4,308686359.67,2666449.31,1594270.84,0.0,176798095.42,2208444.48,3445995.89,2018-03-01
D,14800800.94,0.0,7695604.5,0.0,509221305.44,207581742.31,7355280.04,42602.27,1122384809.66,240461334.91,258319843.79,2763702.53,1774141.96,0.0,159757799.28,1723148.38,2006431.09,2018-04-01
D,50295822.35,0.0,14478506.94,0.0,416469585.95,212566043.25,20550329.73,3179662.08,1245677765.59,291166260.34,229994798.47,7334964.17,310215390.7,0.0,151567261.38,419124.38,608447.08,2018-09-01
E,1118513.57,0.0,2102745.79,0.0,99048224.63,99769553.88,2101298.89,3410.9,287875867.81,67814053.12,47427977.47,186107.61,7586537.19,0.0,69627523.43,6653971.49,549873852.87,2018-06-01
E,845573.8,0.0,1733874.94,0.0,80971462.19,245189686.31,2464203.19,9502.07,286365481.14,67259529.97,40424373.16,413188.63,9253898.38,0.0,81255362.46,6973225.59,2019933122.75,2018-01-01
E,1751978.65,0.0,2849627.16,0.0,76328165.1,114421817.56,1455939.46,15500.55,249641930.35,61513516.71,84270801.2,227051.53,7858062.06,0.0,65508489.1,867316.55,1254036.27,2018-07-01
E,625447.99,0.0,1626159.53,144.5,224905475.9,83272868.29,420186.08,2592.06,281566249.17,66027901.04,110226880.15,114652.4,7961108.07,0.0,76018272.76,1499684.57,441683187.84,2018-02-01
E,2293759.38,0.0,5263822.73,0.0,327327822.31,85958877.35,1007712.59,51022.24,287021127.82,67663422.95,140551396.18,366271.11,250476532.64,0.0,77770686.28,973861.11,969857.96,2018-11-01
E,2230191.5,0.0,2891387.84,0.0,213586826.2,91925998.56,1619489.99,20954.15,276649408.68,64719534.01,91578103.48,292767.46,7184737.81,0.0,82724195.57,982635.93,923395.94,2018-08-01
E,851532.24,0.0,1826096.18,0.0,160843519.29,87781190.53,439778.81,2873.75,264086547.03,61224588.5,72519957.47,220873.35,7656629.19,39.58,68502501.49,7304651.44,364045870.41,2018-03-01
E,1009541.92,0.0,3750239.36,0.0,98995665.0,101230134.53,2000949.13,287864.39,258752567.16,66492334.96,52088671.91,199062.14,441157877.28,0.0,60819207.28,1780237.28,7373463.0,2018-12-01
E,1537590.5,610.41,1947898.38,0.0,172653264.8,101656228.6,2570878.55,2729.9,284745968.51,67190341.46,119173949.62,264041.05,7814944.36,0.0,74605247.97,3238720.95,2297481026.84,2018-04-01
E,1563102.48,0.0,3758963.23,0.0,164942649.65,90640090.31,1456001.4,466379.9,263874674.41,60454015.62,100919716.97,416736.53,247842452.74,0.0,63640889.98,927943.91,704777.02,2018-10-01
E,901459.05,0.0,2544752.19,0.0,112728679.38,90409042.97,3050579.82,16289.95,293368180.34,68797510.1,56402271.08,133433.9,7670378.73,0.0,80743195.46,2092225.48,434630188.2,2018-05-01
E,1692009.67,57.0,3288160.21,0.0,84881378.87,95651855.77,683131.99,547254.65,285280984.06,66582135.69,40559945.77,325395.4,250198281.61,0.0,67547510.95,1973269.28,911242.08,2018-09-01
F,3623601.31,0.0,2989491.48,768.98,152490186.75,168641378.84,2728716.73,156457.67,331268380.49,72790306.76,72255351.73,985702.03,145024162.19,4736.64,509171629.9,522591693.26,1389397827.2,2018-02-01
F,12389411.37,1657.24,4922355.46,117.78,158898636.65,176928051.61,3298427.36,7867057.15,405325085.55,91342259.75,75714794.72,1871785.15,366099659.07,4459.11,571056705.52,5615000.73,14797842.01,2018-09-01
F,6015794.05,1006.32,6069960.35,11174.21,258423112.1,226248065.52,3452529.81,1237673.46,439568332.0,98919923.76,115069845.58,1629380.06,573680590.22,4459.11,555673565.81,12680170.96,34016135.77,2018-12-01
F,8325454.61,6690.01,5941734.29,0.0,172248149.75,191998855.59,2871652.81,368211.89,401076879.6,88905360.6,82634440.33,2499726.98,179829050.33,5647.1,555519344.0,9006221.06,15144321.74,2018-08-01
F,6711397.85,652.5,5193597.1,329.44,592158958.14,189482314.4,4506966.09,274067.67,374116342.96,83471071.65,320631797.01,1360322.38,165682698.32,5394.18,629395326.64,14942105.06,25931001.83,2018-07-01
F,5843369.95,0.0,3941509.59,0.0,642337032.27,179608180.48,2983188.54,204422.28,378098698.9,82909482.29,326764415.84,1421466.42,164143004.42,4601.03,525590954.36,463426469.59,5835507574.87,2018-04-01
F,5677794.27,0.0,4030801.34,0.0,152656341.63,190774026.27,2453354.81,137562.6,337916326.58,73849173.12,68785248.83,2009985.86,152166146.75,4493.26,479068068.71,414453445.69,1198484175.14,2018-03-01
F,5094546.61,0.0,4286429.92,1160.59,132862998.51,199513083.35,2563490.23,160297.48,377124708.37,83921532.26,66047871.04,907718.63,164661782.1,4470.68,543196417.15,486884444.93,1414331805.74,2018-05-01
F,7053764.12,0.0,5485987.65,5715.77,187533513.01,179853783.84,3243468.36,1066279.61,437563775.91,97626691.08,84448072.89,1458767.31,382768566.61,4459.11,589891235.22,7962034.94,57076579.58,2018-11-01
F,6145195.44,0.0,4484011.46,586.57,673980824.93,320983355.31,5289884.46,343493.0,486305719.75,108152075.31,363682552.34,3864039.57,225236842.24,8363.16,833655397.58,834192887.1,5312965945.1,2018-01-01
F,9717748.27,36.67,6459038.96,0.0,645132917.82,183931584.65,2353868.68,1175902.25,417562772.73,93639095.12,335948126.66,3801165.76,384216049.4,4634.01,557266492.54,41166156.71,36857102.99,2018-10-01
F,5543158.91,427.12,4049800.53,1385.33,148079541.04,189671741.23,3791977.76,297417.7,386462877.14,85888623.09,67155480.84,1129244.26,172636410.52,4549.11,536549690.35,454609807.78,1701319260.44,2018-06-01
G,1168581397.83,55754.52,977283018.28,2585.89,992435658.52,1113797674.43,6801487.06,149252.51,2782129250.6,600248362.45,484185761.29,83762884.99,102225988.29,2349.66,3173942218.77,2836875.2,2535051.77,2018-05-01
G,1216958680.33,244787.38,925701852.45,1463.22,2209323503.97,1141208633.78,14971286.39,43534.33,3068103833.74,658658156.41,1196119986.99,89890855.81,100100610.26,2539.43,3226952071.24,1446011.48,4283615.6,2018-04-01
G,1394319419.84,8127.3,1120793236.4,5198.74,1355602491.78,1019328424.46,6366500.94,822876.61,2809833578.11,611779582.48,626336762.69,39002655.44,2370000590.41,29655.03,3657182735.28,123929949.09,17427739.49,2018-11-01
G,1579404641.57,4165.9,1178444763.21,6652.51,2481376975.61,1033608260.81,8377992.79,1124309.96,2876223523.41,618776139.02,1305664264.85,29635470.18,2377423884.69,18557.96,3398747895.7,156047199.87,17849730.95,2018-10-01
G,1134856900.85,276804.36,865102899.39,4345.54,1187480940.6,1045439775.24,7832156.4,51879.01,3148610201.79,673317302.44,566777413.67,104044966.57,106548913.31,258.32,3166664228.84,548679.37,25717133.29,2018-02-01
G,1330126829.99,21623.46,1086619249.21,3935.49,1176344417.19,905973906.43,8957729.98,6278081.8,2709787768.27,593922901.44,554983991.42,28893651.38,2309116561.47,2132.87,3507222076.66,118254204.01,39139719.95,2018-09-01
G,1298112754.42,183872.02,1061915946.58,3806.05,2674281920.01,1702630279.19,9594742.12,2218127.44,3957636736.54,847773626.82,1440064209.91,134265447.14,173449683.55,0.0,5075584685.72,56658401.4,1473165.63,2018-01-01
G,1401996040.76,127827.79,1074513810.16,2420.93,2301458215.3,1029107134.12,9453442.42,202529.01,2848804491.07,615015701.12,1250902102.31,36029051.34,98039038.05,6087.68,3361625244.1,133967558.74,29058214.92,2018-07-01
G,1091337577.68,24140.65,1081971642.44,24075.27,1309410741.84,1184376172.11,8204085.69,1033436.13,2955732349.62,645056527.02,635638717.39,45894326.18,4130096275.85,3669.86,3595206721.4,133163919.57,102823959.81,2018-12-01
G,1317706494.97,254605.13,982568153.22,3008.08,904428725.0,925121931.29,6473246.5,172584.02,3130384115.0,672382112.81,462789177.59,36038117.93,99015097.63,6023.21,3228382209.0,897801.5,1097364.53,2018-06-01
G,1319338005.68,291194.57,1025343513.78,3719.39,1124747411.42,945285352.2,7436216.13,59015.32,3018128323.29,644118484.6,520445327.85,106774374.93,89760356.39,157.6,2946376259.99,7419241.91,328626.21,2018-03-01
G,1495461848.09,288363.71,1064546453.58,3158.45,1145775589.23,947018070.79,8657595.71,318936.3,2796074718.11,602225674.94,548999339.64,28505894.06,99494854.98,293.3,3377917054.26,161465958.85,16594653.16,2018-08-01
H,50324637.67,7372.57,3648514.7,1226.85,413698687.04,352536155.71,1140182.57,9813.8,700882275.37,152514842.74,190651087.1,7288353.69,273249968.71,0.0,488415342.05,672873.23,1228835.05,2018-02-01
H,74175592.58,23.04,11579357.41,1127.07,393560544.76,393143827.55,3375448.02,209685.88,721686958.22,156616457.68,184719098.09,13450674.4,1053072280.34,9926.25,595725439.88,16895740.39,47953613.86,2018-11-01
H,62962719.44,0.0,8775437.72,1058.63,340493808.47,423952208.68,1915607.1,83251.85,710978247.89,153848314.15,149964532.3,8750370.52,275223517.1,15529.09,511373175.61,698553.42,912682.5,2018-05-01
H,77195567.39,7370.89,11682915.88,539.9,438152412.8,343974416.65,3458055.34,55503.3,709826645.66,148937189.03,187739223.43,8933417.98,323518460.23,9926.25,557499921.36,20890977.86,27383970.67,2018-08-01
H,55401433.2,0.0,9758642.22,381.6,385327624.64,375636535.45,1601346.58,42675.35,647738900.9,142504432.1,151851260.44,7168141.81,258389045.12,9926.25,466444851.62,1646208.0,2074794.57,2018-03-01
H,71102017.11,80.87,10965797.45,1589.62,759987956.55,390307940.42,3537502.42,276285.32,742358667.59,155727081.64,337268999.28,7382557.51,1037664561.99,9926.25,574127340.85,20809307.07,31252121.95,2018-10-01
H,72836418.6,0.0,13124052.85,1452.5,280800431.26,389201632.76,833731.93,9244.06,638426851.12,141725753.49,130626913.61,10703160.16,261436102.23,9926.25,504254751.2,1283080.35,18951833.43,2018-06-01
H,68726847.38,0.0,6844764.77,2489.62,691106369.75,407722145.09,2304267.35,6724.0,727881435.23,159716153.98,328575989.21,8888493.24,283747864.45,9926.25,499554494.7,1708934.49,840431.35,2018-04-01
H,56897919.86,9352.65,7991741.26,2372.74,768924394.51,637107761.11,2416003.78,18784.86,771935563.89,169604834.68,350112178.78,8776503.19,329651874.16,11055.21,648349588.26,811485.87,727593.56,2018-01-01
H,74351371.2,2012.66,12334948.8,1464.02,625855406.25,386393809.31,1226228.06,18295.88,795668064.23,173967206.86,289903681.69,14028870.21,294538951.71,9926.25,537102263.2,18165784.19,58212713.67,2018-07-01
H,68954586.82,72.36,11909953.66,7532.97,387862732.59,403194613.99,1390330.28,221880.77,787373135.94,172269776.54,177346945.17,8192024.27,1621032924.04,34290.6,550249220.12,17581354.49,48226858.76,2018-12-01
H,67077845.9,1436.33,12422981.07,0.0,383471412.31,361083180.07,895391.4,4183344.27,774413477.92,168982364.69,166628609.94,11477940.4,1012217003.74,9926.25,568598446.57,30475833.85,34618028.37,2018-09-01
I,442810.05,332.23,260165.27,77.25,58052158.79,78391725.63,256194.11,234507.88,158008299.83,35069249.21,27172975.66,5668832.46,139786488.45,15.88,545317227.58,3207430.5,3633850.99,2018-09-01
I,683616.27,400.0,400325.94,77.98,52073150.35,78701664.5,189734.25,59445.4,159265588.0,34654294.48,27888596.65,5375054.45,138018316.5,0.0,582496021.56,4134094.72,5433420.74,2018-11-01
I,362335.08,0.0,143073.49,507.45,47315625.44,71810356.82,222074.76,12178.11,135817613.95,29764388.8,25277076.89,6133053.49,16179320.17,0.0,504124330.38,7754241.13,14500069.33,2018-03-01
I,880574.07,0.0,250108.86,77.58,150683226.78,66682273.63,119896.77,66177.96,162770248.69,36152119.59,78016286.54,7026909.78,136618068.66,4390.04,572272891.58,3127297.11,2876751.13,2018-10-01
I,472403.97,69.7,357516.16,76.44,108735213.71,67414310.06,243250.81,7842.71,147645358.96,32234549.01,59394893.62,5065549.73,15300914.57,15.86,515486120.88,3128693.89,5350904.93,2018-07-01
I,496142.3,0.0,333659.96,176.25,42677855.95,68619804.73,197245.03,10860.03,154757350.65,34070719.2,21669888.47,4221231.63,15349764.39,698.53,498599146.7,24579911.27,31310363.08,2018-06-01
I,747633.02,0.0,280019.78,279.03,44630325.3,65077305.3,271165.96,25418.42,152290090.81,33322556.83,22319198.8,4660026.03,16239650.84,0.0,511245474.39,11476340.14,16486433.13,2018-05-01
I,602946.4,0.0,303059.11,569.77,134743362.13,78867202.27,524367.65,2630.27,158726227.01,34738763.07,73069274.28,5935620.91,16076565.67,0.0,531794115.63,16737010.59,11546818.52,2018-04-01
I,389188.15,112.52,208712.66,76.83,55775337.08,61471102.75,273886.2,16492.35,166227722.83,36573074.25,28309049.17,4601287.9,16487171.74,1222.54,555567621.24,3516199.28,3847743.75,2018-08-01
I,438268.41,0.0,315972.73,74.63,62042024.59,61550819.03,192226.72,5354.0,155650333.68,34091242.18,33497625.37,5068037.51,18962563.73,0.0,568127653.69,22755157.39,9818169.45,2018-02-01
I,451638.88,0.0,274279.34,78.33,57665185.45,70315709.46,231282.03,39753.19,169194403.14,36673757.73,30721774.99,5266877.67,247336656.58,0.0,579751157.26,5083880.08,9407728.97,2018-12-01
I,366390.46,0.0,250954.47,699.55,134915070.93,92228844.37,661013.4,6005.51,176074721.73,38569279.58,72925268.46,4802068.45,25954664.2,0.0,647852564.64,12018761.94,21604213.96,2018-01-01
J,28037044.15,0.0,44568645.55,2873.33,895664501.8,1233492490.26,3633102.17,32.76,920912935.14,199695279.94,376413780.84,54942924.94,274055847.73,0.0,570739912.56,16857108.56,47773894.24,2018-01-01
J,35759588.39,0.0,48238146.27,2574.42,265077041.97,924738374.24,2532386.93,2662.2,642127024.16,139832188.55,109949415.98,44095431.5,196983169.38,1684.82,408096917.06,20313319.85,28241426.26,2018-06-01
J,27214814.2,0.0,37673607.88,2540.83,283879299.04,948564082.83,1771096.48,302.8,717070708.49,152715307.47,113564413.94,34832918.49,176097755.11,144.0,375768969.69,35174153.57,27447856.85,2018-03-01
J,38674603.47,0.0,51134949.95,221.02,271632312.69,888320842.83,17505132.99,11227.45,675189558.46,150841478.23,111955823.09,33831949.59,754506082.85,618.01,425699251.41,20069609.72,10216888.44,2018-11-01
J,32353647.41,0.0,47962251.61,1064.97,284252170.77,846141670.03,1938675.57,71555.35,615256772.43,131149570.79,116788228.68,48393386.0,737791969.2,0.0,395128723.21,16361045.23,2272512.38,2018-09-01
J,30040754.68,0.0,48838272.49,2338.56,717239371.62,905168376.41,2300776.76,196.29,771072534.73,167396372.98,281234675.01,65570073.07,194127077.69,0.0,413776351.96,21947066.41,39216400.15,2018-04-01
J,27883809.9,0.0,40375095.45,3503.17,1337748983.73,944996210.62,2928381.89,60.0,736032330.27,153673812.23,484634714.11,76845563.18,181036985.53,0.0,394710183.47,22831574.61,13164437.41,2018-02-01
J,41957705.93,0.0,64320139.92,1123.2,320156211.93,922625238.95,1944394.45,10293.66,677770059.65,158905054.97,125934948.11,53923452.04,195520387.74,0.0,391165370.59,16814001.82,3206786.3,2018-08-01
J,30789014.13,0.0,46831901.63,4124.87,1220687460.4,931798808.07,1822448.86,2919.21,768068165.56,163573357.53,529481386.63,61497919.5,202587816.84,15.11,393034851.54,25615997.28,2304422.96,2018-07-01
J,36406480.74,0.0,61750335.0,350.17,284845493.38,949491676.34,4207319.47,3319.1,898163640.0,185772053.55,113577602.9,40810139.34,187873034.42,11.25,410429750.85,18342413.71,37066124.43,2018-05-01
J,32870326.99,0.0,52357190.67,1076.87,315851691.21,1041126056.79,4609614.4,19779.9,725446108.6,149907315.67,167689487.18,50882602.9,1189149663.24,0.0,393384255.29,12554007.07,12862513.23,2018-12-01
J,39643453.62,0.0,60062511.73,2619.29,578451197.83,950364784.75,3202438.92,19342.1,713817569.1,158714184.72,240890075.94,47743865.16,743683389.32,1553.7,402702030.72,16093347.06,2556309.48,2018-10-01
K,3404556.92,0.0,2154971.11,65.64,1628673430.96,4750631675.83,2740748458.62,634681.9,2015924661.8,364596659.09,1020574032.91,18367936.44,6221336.26,55730208.08,710002794.8,3028320.85,3155800.65,2018-05-01
K,3689780.19,0.0,3231240.85,1091.4,1732605331.58,13805067363.54,3534245756.3,5032248.82,1625730199.78,289901539.59,1062017574.04,19915926.57,3597801493.64,77512468.5,736229515.5,439934071.14,71540166.3,2018-12-01
K,2998303.11,0.0,2413875.86,32.34,2411406949.76,4777527500.58,2843646162.27,199089.95,2606786036.33,456039744.35,1609018619.14,17008129.68,7813679.08,42112778.68,690548121.66,2675550.08,3405692.21,2018-02-01
K,2427978.42,0.0,2196687.72,0.0,2169457911.68,6226695270.05,3076911774.71,255072.21,2177491708.61,393166914.51,1402183285.42,22327297.7,12112885.03,126256312.15,656356532.03,3962218.34,3450548.51,2018-04-01
K,3841398.26,0.0,2717690.0,33.1,1804926312.25,4741889586.84,2859947413.52,541925.15,2251210879.0,406464490.03,1450014403.81,21056755.96,6347454.49,51531030.03,689509229.0,544090586.06,12395625.32,2018-08-01
K,3274679.46,125.78,2088963.07,368.69,8473356162.84,7294977712.14,2826131905.46,730071.69,2545217823.51,469377912.35,6820551914.11,40271754.67,128052899.94,42721357.4,1490129338.7,5131818.47,5242014.17,2018-01-01
K,3126453.93,0.0,2847134.08,32.92,2289423953.75,5059366279.96,2946477690.65,306649.36,2192435191.91,386983002.65,1588458011.35,22570126.82,6388471.14,56068363.48,660703719.26,500091142.52,26154071.65,2018-07-01
K,2950460.4,753.76,3845132.23,0.0,2130551228.86,4947811682.63,3016890431.04,29417180.06,1809969744.85,317087882.31,1305260661.84,27017974.84,1978114202.93,42539212.61,732517751.27,466402132.1,46252993.04,2018-09-01
K,1991462.85,0.0,2461180.56,32.48,2075283396.94,6371799660.01,2709564836.59,219211.86,1937660493.32,342452073.3,1682675038.72,12356263.64,6594865.56,43019014.28,641456225.78,3370560.13,3716479.8,2018-03-01
K,4463761.04,0.0,2245013.23,0.0,1400616382.82,9543090324.33,3174159205.82,599910.89,1952858118.71,356626316.59,973434791.57,21399264.71,6828993.9,67000786.84,708649149.42,3557753.67,6196337.65,2018-06-01
K,4829953.28,0.0,2564445.25,33.58,1629047104.99,5846455146.98,2933792469.3,4431118.3,2789533710.22,485230751.03,1077667622.21,34651098.46,1923420596.73,48115184.96,746146286.24,511193105.99,19787007.58,2018-11-01
K,4359693.85,885.57,2998819.78,170.89,2738025440.39,5600724440.78,2903655343.43,6200571.17,2471605088.2,438670467.76,1461856337.91,21222547.97,1913367941.21,44131514.96,682609887.83,531771169.16,20155379.26,2018-10-01
L,84194.18,170.0,174001.03,200.02,93438277.59,37398778.83,1635071.63,41858844.84,198377556.73,43104480.42,42422683.64,145995.52,13718042.09,0.0,87540121.41,3052177.15,8246802.36,2018-09-01
L,43471.53,0.0,86512.35,633.02,101591309.88,43486310.9,1313606.72,241712.78,181321763.63,39385487.81,47358150.07,400603.68,3766745.52,0.0,82236722.3,12840121.43,2382958.97,2018-02-01
